Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,classification_reasoning,classification_intent,classification_status,classification_error
2022_NHM_28056_48,NHM-32034/33/2022-CON-NHM/363,Construction of Buildingless Sub Health Centre in Dupdar Chariali SC in Sivasagar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Dupdar Chariali SC in Sivasagar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,07-Dec-2022 06:00 PM,NA ,180.0,No ,No,Online,28-Dec-2022 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Sivasagar,785640.0,2.0,"52,03,000",KHIRUD HATIMURIA,"4,490,190",Rejected-Technical,10-Dec-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in Dupdar Chariali SC in Sivasagar District under the National Health Mission (NHM). The project is not directly related to flood protection, prevention, or flood-related infrastructure. The tender does not mention any flood-related keywords, emergency response facilities, or drainage systems in flood-prone areas. The project appears to be a regular construction work for a health facility, without any specific focus on flood management or mitigation. The department involved is the National Health Mission, which is not typically associated with flood-related projects.",Non-Flood,success,
2022_WPTBC_25672_1,PTDC/Engg/2018-19/311,Construction of Swahid Maniram Boro Tribal hostel near IB ward no 8 Dhekiajuli Assam during the year 2021 22,"Construction of Swahid Maniram Boro Tribal hostel near IB, ward no 8 Dhekiajuli, assam during the year 2021-22.",Works,Open Tender,Item Rate,Civil Works – Highways,No,No,NA ,23-May-2022 04:30 PM,NA ,120.0,No ,No,Online,03-Jun-2022 03:30 PM,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC,"Ward no 8 Dhekiajuli, Assam",784110.0,2.0,,JAYANTA PATHAK,"4,635,000",Rejected-AOC,03-Dec-2024,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC,"The tender is for the construction of a tribal hostel near IB ward no 8 in Dhekiajuli, Assam. The description does not mention any flood-related aspects, such as flood protection, prevention, or restoration works. There are no keywords or context indicating that this is a flood-related project. The department involved is the Welfare of Plain Tribes and Backward Classes, which suggests this is a regular development work rather than a flood-specific infrastructure project. Overall, there is no clear evidence that this tender is related to flood management or mitigation.",Non-Flood,success,
2023_AHVD_35072_1,350892_2023-24_DFA_440389,"Construction of Brick Boundary Wall with Chain Link Fencing at Goat Farm, Silcoorie, Silchar in Cachar Dist. under SOPD-ODS","Construction of Brick Boundary Wall with Chain Link Fencing at Goat Farm, Silcoorie, Silchar in Cachar Dist. under SOPD-ODS",Works,Open Tender,Works,Civil Works,No,No,NA ,29-Dec-2023 05:00 PM,03-Jan-2024 01:00 PM ,120.0,No ,No,Online,20-Jan-2024 02:30 PM,Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary,SILCHAR,788001.0,2.0,"40,47,000",RAJU BARBHUYIA,"3,114,247.44",Accepted-AOC,26-Dec-2024,Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary,"The tender is for the construction of a brick boundary wall with chain link fencing at a goat farm in Silchar, Cachar District. The project is under the Animal Husbandry and Veterinary Department, and there are no explicit mentions of flood-related works or infrastructure. The tender does not contain any keywords or context that would indicate it is a flood-related project. It appears to be a regular construction project for a government facility, without any specific flood prevention or mitigation components.",Non-Flood,success,
2023_BoTC_32717_2,CHDI/ ET-24/2022-23/21,Khungkhrajaan F.I.S under PMKSY (HKKP) for the year 2021 - 2022,Khungkhrajaan F.I.S under PMKSY (HKKP) for the year 2021 - 2022,Works,Open Tender,Works,Civil Works - Bridges,No,No,NA ,30-Sep-2023 09:50 AM,NA ,180.0,No ,No,Online,27-Oct-2023 11:00 AM,Bodoland Territorial Council||Irrigation-BTC,BARAMA CHAPAGURI DIVISION,781316.0,2.0,"3,73,72,462",SRI PRADIP KUMAR OJAH,"33,635,215.8",Rejected-Finance,09-Dec-2024,Bodoland Territorial Council||Irrigation-BTC,"The tender is for the Khungkhrajaan F.I.S (Flood Irrigation System) under the Pradhan Mantri Krishi Sinchayee Yojana (PMKSY) program, which is a flood-related infrastructure project. The description mentions it is for the year 2021-2022, indicating it is a pre-monsoon preparation work. The department involved is the Irrigation department of the Bodoland Territorial Council, further suggesting this is a flood management project. Overall, the tender details clearly indicate this is a flood-related infrastructure project.",Flood,success,
2023_BoTC_33290_1,DHS/BTC/E-TENDER/2023-24/9,DHS/BTC/E-TENDER/2023-24/9,Procurement of Hospital Furniture and NVBDCP related materials to be consumed by different Health Institutions in BTR for F.Y. 2023-24 under SOPD Fund,Goods,Open Tender,Supply,Medical Equipments/Waste,No,No,NA ,27-Oct-2023 10:00 AM,NA ,90.0,No ,No,Online,18-Nov-2023 01:00 PM,Bodoland Territorial Council||Health and Family Welfare-BTC,Kokrajhar,783370.0,2.0,"70,68,000",UJJAL KANTI RAY,"7,061,500",Rejected-Finance,13-Dec-2023,Bodoland Territorial Council||Health and Family Welfare-BTC,"The tender is for the procurement of hospital furniture and NVBDCP (National Vector Borne Disease Control Programme) related materials for different health institutions in BTR (Bodoland Territorial Region) for the financial year 2023-24. The tender does not mention any flood-related works, infrastructure, or emergency response facilities. The description indicates regular procurement and supply of medical equipment and materials, which is not directly related to flood protection, prevention, or restoration. There are no flood-related keywords or context present in the tender details. The temporal factors, such as the season, are also not specified. Overall, the tender appears to be for general health infrastructure development and supply, rather than any flood-related activities.",Non-Flood,success,
2023_BoTC_33861_1,DHS/BTC/E-TENDER/2023-24/11,DHS/BTC/E-TENDER/2023-24/11,"Procurement of Hospital Furniture, Surgical Instruments and related materials to be consumed by different Health Institutions in BTR for F.Y. 2023-24",Goods,Open Tender,Supply,Medical Equipments/Waste,No,No,NA ,11-Nov-2023 10:00 AM,NA ,90.0,No ,No,Online,04-Dec-2023 01:00 PM,Bodoland Territorial Council||Health and Family Welfare-BTC,Kokrajhar,783370.0,2.0,"1,51,98,845",ASOMI CONSTRUCTION & SUPPLY SYNDICATE,"15,198,705",Accepted-AOC,02-Jan-2024,Bodoland Territorial Council||Health and Family Welfare-BTC,"The tender is for the procurement of hospital furniture, surgical instruments, and related materials for different health institutions in the Bodoland Territorial Region (BTR) for the financial year 2023-24. There are no flood-related keywords or context mentioned in the tender details. The tender is not focused on flood protection, prevention, or restoration works, nor does it mention any flood-related infrastructure or emergency response facilities. The department involved is the Health and Family Welfare department of the Bodoland Territorial Council, which is not typically associated with flood management projects. Overall, the tender appears to be for regular healthcare-related procurement and does not have any clear flood-related components.",Non-Flood,success,
2023_BoTC_34292_1,DOE/BTC/Samagra Shiksha/02/2023-24,"Construction of 3 Nos of ACR at Kumarikata Higher Secondary School Education Department at Udalguri, BTR","Construction of 3 Nos of ACR at Kumarikata Higher Secondary School Education Department at Udalguri, BTR",Works,Open Tender,Works,Civil Works,No,No,NA ,30-Nov-2023 11:00 AM,NA ,180.0,No ,No,Online,15-Dec-2023 03:00 PM,Bodoland Territorial Council||Education-BTC,Udalguri,784509.0,2.0,"53,09,910",RAJIB BASUMATARY,"5,309,000",Not Admitted-Fee/PreQual/Technical,07-Dec-2024,Bodoland Territorial Council||Education-BTC,"The tender is for the construction of 3 Nos of ACR (Additional Classroom) at Kumarikata Higher Secondary School, which is an education infrastructure project. The tender does not mention any flood-related components or context, such as flood protection, prevention, or restoration works. The department involved is the Education Department of the Bodoland Territorial Council, which is not typically associated with flood management. Additionally, there are no keywords or temporal factors indicating this is a flood-related project. Based on the information provided, this tender is likely for a regular construction project and not specifically for flood-related infrastructure or development.",Non-Flood,success,
2023_BTC_34447_1,125/ACE/NIT/Infra/BTC/22-23/16,Construction of Martyr Sujit Narzary Memorial Auditorium at Salakati Constituency in Kokrajhar District. (TN_42_12),Construction of Martyr Sujit Narzary Memorial Auditorium at Salakati Constituency in Kokrajhar District.,Works,Open Tender,Works,Civil Works,No,No,NA ,06-Dec-2023 10:00 AM,NA ,180.0,No ,No,Online,26-Dec-2023 03:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Kokrajhar,783370.0,2.0,"85,90,223",M/s JMI Enterprise,"8,589,921.67",Rejected-AOC,03-Dec-2024,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,"The tender is for the construction of a memorial auditorium, which does not appear to be directly related to flood protection, prevention, or mitigation. The description does not mention any flood-related keywords or context. The project is also not associated with a water resources department, but rather the Bodoland Territorial Council's Public Works Department. There are no indications of the project being a pre-monsoon preparation work or an emergency flood response. Overall, the tender details suggest this is a regular construction project and not a flood-related infrastructure or development work.",Non-Flood,success,
2023_DHUA_33583_1,CE/HUA/TECH53/PTII/2023-24/06,Engagement of a Consultancy Agency/Firm for the Work Beautification of Borpukhuri at Tezpur,Engagement of a Consultancy Agency/Firm for the Work Beautification of Borpukhuri at Tezpur,Services,Open Tender,Item Rate,Consultancy,No,No,NA ,17-Nov-2023 03:45 PM,NA ,60.0,No ,No,Online,23-Nov-2023 03:00 PM,Department of Housing and Urban Affairs||Chief Engineer Technical Cell,Guwahati,781003.0,2.0,"40,54,000",AVANT GARDE,"4,054,000",Rejected-AOC,21-Oct-2024,Department of Housing and Urban Affairs||Chief Engineer Technical Cell,"The tender is for the engagement of a consultancy agency/firm for the work of beautification of Borpukhuri (a water body) at Tezpur. The tender does not mention any flood-related aspects, such as flood protection, prevention, or restoration works. It also does not include keywords related to flood management, such as embankments, dykes, or drainage systems. The tender appears to be for a general development and beautification project, rather than a flood-related infrastructure or emergency response initiative. The department involved is the Department of Housing and Urban Affairs, which is not typically associated with flood management. Therefore, based on the information provided, this tender is likely non-flood-related.",Non-Flood,success,
2023_DoWR_32643_1,FREMAA_CW4_REFURBISHMENT,"Refurbishment of Interior Works for Addl. Chief Engineer Cabin (EAP Wing) at 2nd Floor and 3rd Floor, IT Lab Area at 2nd Floor, Reprographic Centre and additional Workstations at 4th Floor at Assam Water Centre","Refurbishment of Interior Works for Addl. Chief Engineer Cabin (EAP Wing) at 2nd Floor and 3rd Floor, IT Lab Area at 2nd Floor, Reprographic Centre and additional Workstations at 4th Floor at Assam Water Centre",Works,Open Tender,Works,Civil Works,No,No,NA ,23-Sep-2023 09:00 AM,28-Sep-2023 01:00 PM ,45.0,No ,No,Not Applicable,13-Oct-2023 03:00 PM,Department of Water Resources||Flood and River Erosion Management Agency of Assam,Guwahati,781029.0,1.0,"38,00,000",ADITI CONSTRUCTION CO.,"2,685,038",Accepted-AOC,03-Jul-2024,Department of Water Resources||Flood and River Erosion Management Agency of Assam,"The tender is for the refurbishment of interior works at the Assam Water Centre, including the Addl. Chief Engineer Cabin, IT Lab Area, Reprographic Centre, and additional Workstations. While the Department of Water Resources and the Flood and River Erosion Management Agency of Assam are involved, the tender does not mention any direct flood protection, prevention, or flood-related infrastructure. The work appears to be focused on general office and facility upgrades, rather than specific flood management or mitigation measures. There are no clear flood-related keywords or temporal factors indicating pre-monsoon or post-flood activities. Therefore, this tender is more likely to be a non-flood-related project.",Non-Flood,success,
