Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,classification_reasoning,classification_intent,classification_status,classification_error
2022_BoTC_27148_1,DA/BTC/K/e-Tender/2022-23/05,"Supply of Strawberry Sapling under Private Sector Farm, SOPD, 2022-23","Supply of Strawberry Sapling under Private Sector Farm, SOPD, 2022-23",Goods,Open Tender,Supply,Crop Products,No,No,NA ,23-Sep-2022 10:00 AM,NA ,90.0,No ,No,Online,13-Oct-2022 05:00 PM,Bodoland Territorial Council||Agriculture-BTC,"Director of Agriculture, BTC, Kokrajhar",783370.0,2.0,"94,06,800",Anil Hardware and Nursery Enterprise,"9,406,800",Accepted-AOC,24-Nov-2022,Bodoland Territorial Council||Agriculture-BTC,"The tender is for the supply of strawberry saplings under the Private Sector Farm program of the Bodoland Territorial Council's Agriculture department. There are no flood-related keywords or context mentioned in the tender details. The project appears to be a regular agricultural development initiative, not specifically focused on flood protection, prevention, or mitigation. The department involved is the Agriculture department, which is not typically associated with flood-related infrastructure or emergency response. Based on the information provided, this tender does not appear to be flood-related.",Non-Flood,success,
2022_DU_27250_1,DU/NIT-2022/File-V/146,"Supply, installation and commissioning of Major Equipments Inductively Coupled Plasma Emission Spectrometer and Fluorescent Spectrophotometer at Department of Chemistry, Dibrugarh University","Supply, installation and commissioning of Major Equipments Inductively Coupled Plasma Emission Spectrometer and Fluorescent Spectrophotometer Department of Chemistry, Dibrugarh University",Goods,Open Tender,Supply,Laboratory and scientific equipment,Yes,No,NA ,30-Sep-2022 04:30 PM,NA ,90.0,No ,No,Online,25-Oct-2022 10:30 AM,Dibrugarh University,"Department of Chemistry, Dibrugarh University",786004.0,2.0,,Analytical Instruments Sales & Service Pvt. Ltd.,"5,105,700",Accepted-AOC,04-Oct-2024,Dibrugarh University,"The tender is for the supply, installation, and commissioning of major equipment like Inductively Coupled Plasma Emission Spectrometer and Fluorescent Spectrophotometer at the Department of Chemistry, Dibrugarh University. The tender does not mention any flood-related keywords or context, and the project scope is focused on laboratory equipment procurement rather than flood protection, prevention, or infrastructure. There are no indications of the work being related to flood management or emergency response. The tender appears to be for regular academic and research-related procurement, without any specific flood-related components.",Non-Flood,success,
2022_ICD_24030_1,Elect/196/AB/2016/152,"To carryout Supply, Installation, Testing and Commissioning of 08 numbers of Anode Ground Bed along with 01 number of Anode Junction Box and 16 numbers of CP cable marker.","To carryout Supply, Installation, Testing and Commissioning of 08 (Eight) numbers of Anode Ground Bed (Both Horizontal and Deepwell) along with 01 (One) number of Anode Junction Box and 16 (Sixteen) numbers of CP cable marker.",Works,Open Tender,Works,Electrical Works,No,No,NA ,13-Jan-2022 11:00 AM,NA ,180.0,No ,No,Online,08-Feb-2022 02:30 PM,Industries and Commerce Department||Assam Gas Company Ltd - ICD,"Duliajan, Assam",786602.0,2.0,,BASICS TECHNO SERVICES PVT LTD,"7,353,760",Rejected-Finance,29-Oct-2024,Industries and Commerce Department||Assam Gas Company Ltd - ICD,"The tender is for the supply, installation, testing, and commissioning of anode ground beds, an anode junction box, and CP cable markers. This appears to be a project related to cathodic protection, which is a method of preventing corrosion in metal structures. While cathodic protection can be used in various infrastructure projects, including those related to flood management, the tender details do not explicitly mention any flood-related context or purpose. The department involved is the Industries and Commerce Department, which is not typically associated with flood management or disaster response. Additionally, the tender does not mention any temporal factors, such as pre-monsoon preparation or post-flood restoration, that would indicate a flood-related project. Therefore, based on the information provided, this tender is more likely to be a non-flood-related infrastructure project.",Non-Flood,success,
2022_ICD_25845_1,AGCL/F AND A/2019/CR/II,ENGAGEMENT OF RBI APPROVED CREDIT RATING AGENCIES,ENGAGEMENT OF RBI APPROVED CREDIT RATING AGENCIES TO UNDERTAKE THE JOB OF BANK LOAN RATING OF THE COMPANY,Services,Open Tender,Works,Consultancy,No,No,NA ,03-Jun-2022 04:00 PM,NA ,90.0,No ,No,Online,20-Jun-2022 02:30 PM,Industries and Commerce Department||Assam Gas Company Ltd - ICD,"Assam Gas Company Limited, Duliajan",786002.0,2.0,,India Ratings and Research Private Limited,"675,000",Rejected-AOC,29-Oct-2024,Industries and Commerce Department||Assam Gas Company Ltd - ICD,"The tender is for the engagement of RBI-approved credit rating agencies to undertake the job of bank loan rating for the company. This is a standard financial assessment activity and does not appear to be related to any flood-related infrastructure or development projects. There are no keywords or context indicating flood protection, prevention, or mitigation work. The tender also does not mention any temporal factors like pre-monsoon preparation or post-flood restoration. The department involved is the Industries and Commerce Department, which is not typically associated with flood management activities. Overall, this tender does not seem to have any direct or indirect connection to flood-related work.",Non-Flood,success,
2022_ICD_27851_1,AGCL/GMB/HJ/PCV/2022/01,BID DOCUMENT FOR PROCUREMENT OF PRESSURE CONTROL VALVE FOR HAZARIGAON-JANTA PATHAR PROJECT,PROCUREMENT OF PRESSURE CONTROL VALVE FOR HAZARIGAON-JANTA PATHAR PROJECT,Goods,Open Tender,Buy,Supply of Materials,No,No,NA ,21-Nov-2022 03:00 PM,29-Nov-2022 03:30 PM ,120.0,No ,No,Online,07-Jan-2023 03:00 PM,Industries and Commerce Department||Assam Gas Company Ltd - ICD,"Golaghat, Assam",785602.0,2.0,,Vytal controls Pvt Ltd,"5,309,807.66",Rejected-Finance,24-Oct-2024,Industries and Commerce Department||Assam Gas Company Ltd - ICD,"The tender is for the procurement of a pressure control valve for the Hazarigaon-Janta Pathar project, which is being undertaken by the Industries and Commerce Department and Assam Gas Company Ltd. The tender does not mention any flood-related keywords or context, and there is no indication that the project is specifically related to flood protection, prevention, or mitigation. The tender appears to be for a regular infrastructure project rather than a flood-related one.",Non-Flood,success,
2022_NHM_28018_21,NHM 32031 4 2021 Construction NHM Part 34 62,Establishment of Proposed 6 bedded ward at various SHCs n PHCs of Assam under ECRP II NHM Assam Group 21 6 nos scheme in Barpeta district,Establishment of Proposed 6 bedded ward at various SHCs n PHCs of Assam under ECRP II NHM Assam Group 21 6 nos scheme in Barpeta district,Works,Open Tender,Turn-key,Civil Works - Bridges,No,No,NA ,05-Dec-2022 09:00 AM,NA ,180.0,No ,No,Online,07-Jan-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Barpeta District,781301.0,2.0,"69,59,742",SURAJIT SAHA,"6,952,000",Rejected-Finance,16-Oct-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the establishment of a proposed 6-bedded ward at various Sub-Health Centers (SHCs) and Primary Health Centers (PHCs) in the Barpeta district of Assam under the ECRP II (Emergency COVID-19 Response and Preparedness) scheme of the National Health Mission (NHM). The tender does not mention any flood-related works, infrastructure, or emergency response facilities. The description and department involved indicate that this is a regular healthcare infrastructure development project, not specifically related to flood management or prevention. There are no flood-related keywords or temporal factors suggesting this is a pre-monsoon or post-flood restoration work.",Non-Flood,success,
2022_NHM_28421_58,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Saraguri SC at Sivsagar District for FY 2022 23 under PM ABHIM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Saraguri SC at Sivsagar District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,23-Dec-2022 06:55 PM,NA ,180.0,No ,No,Online,20-Jan-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Sivsagar,785640.0,2.0,"52,03,000",Sri Krishna Borah,"5,150,000",Rejected-Technical,18-Oct-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in Saraguri SC at Sivsagar District under the National Health Mission (NHM). The project is part of the PM ABHIM (Ayushman Bharat Health Infrastructure Mission) and is on a turnkey basis. The tender does not mention any flood-related keywords or context, such as flood protection, embankment construction, drainage systems, or erosion control. The project appears to be a regular construction work for a healthcare facility, without any specific focus on flood-related infrastructure or disaster management. The department involved is the State Programme Management Unit of the NHM, which is not typically associated with flood-related projects. Therefore, based on the information provided, this tender is likely for a non-flood-related infrastructure project.",Non-Flood,success,
2022_PWBNH_25440_1,"Tech-II/29/2022 Govt. Model College, Kaziranga","Construction of Govt. Model College, Kaziranga Under Golaghat District , Assam, During the financial year 2020-21","Construction of Govt. Model College, Kaziranga Under Golaghat District , Assam, During the financial year 2020-21",Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,06-May-2022 06:00 PM,10-May-2022 11:30 AM ,180.0,No ,No,Online,07-Jun-2022 11:30 AM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Golaghat,785621.0,2.0,"12,33,72,946",Puberun Real Estate Pvt. Ltd.,"159,999,999",Rejected-AOC,08-Oct-2024,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"The tender is for the construction of a government model college in Kaziranga, Assam. It does not mention any flood-related works or infrastructure. The description and department involved (Public Works Building and NH Department) indicate this is a regular construction project, not specifically focused on flood prevention or mitigation. There are no keywords or context suggesting this is a flood-related tender.",Non-Flood,success,
2022_WREAP_28117_1,FREMAA(P)TECH/05/ADB/2022/3848,Data Collection for Environmental Assessment.,Hiring of Service Provider for Data Collection for Environmental Assessment.,Services,Open Tender,Lump-sum,Miscellaneous Services,No,No,NA ,09-Dec-2022 09:00 AM,15-Dec-2022 01:00 PM ,30.0,No ,No,Not Applicable,09-Jan-2023 04:00 PM,Department of Water Resources-Externally Aided Project||Flood and River Erosion Management Agency of Assam||WRD- ADB Funded Tenders,Assam,781029.0,1.0,,LEA Associates South Asia Pvt. Ltd.,"2,330,500",Rejected-Technical,03-Feb-2023,Department of Water Resources-Externally Aided Project||Flood and River Erosion Management Agency of Assam||WRD- ADB Funded Tenders,"The tender is for ""Data Collection for Environmental Assessment"", which is a preparatory activity for a larger project. The department involved includes the Department of Water Resources-Externally Aided Project, Flood and River Erosion Management Agency of Assam, and WRD- ADB Funded Tenders, indicating a potential flood-related context. However, the tender description does not explicitly mention any flood protection, prevention, or mitigation works. It is also not clear if this data collection is part of a pre-monsoon preparation or post-flood restoration effort. The tender does not contain any specific flood-related keywords or details about the scope of the project.",Ambiguous,success,
2022_WREAP_28125_1,FREMAA(P)TECH/05/ADB/2022/3846,Social and Resettlement Surveys and Poverty and Social Impact Assessment (PSA),Hiring of Service provider for Social and Resettlement Surveys and Poverty and Social Impact Assessment (PSA).,Services,Open Tender,Lump-sum,Miscellaneous Services,No,No,NA ,09-Dec-2022 09:00 AM,15-Dec-2022 01:00 PM ,30.0,No ,No,Not Applicable,02-Jan-2023 04:00 PM,Department of Water Resources-Externally Aided Project||Flood and River Erosion Management Agency of Assam||WRD- ADB Funded Tenders,Assam,781029.0,1.0,,LEA Associates South Asia Pvt. Ltd.,"2,106,300",Rejected-Technical,04-Feb-2023,Department of Water Resources-Externally Aided Project||Flood and River Erosion Management Agency of Assam||WRD- ADB Funded Tenders,"The tender is for hiring a service provider to conduct social and resettlement surveys, as well as a poverty and social impact assessment (PSA). The tender is associated with the Department of Water Resources-Externally Aided Project, the Flood and River Erosion Management Agency of Assam, and the WRD- ADB Funded Tenders. This suggests that the project is related to flood and water resources management, which are secondary indicators of a flood-related project. However, the tender does not explicitly mention any flood protection or prevention works, flood-related infrastructure, or emergency response facilities. The description focuses on social and resettlement surveys, which are not primary indicators of a flood-related project. Additionally, the tender does not provide any information about the temporal factors, such as the season or the urgency of the work. Therefore, the classification of this tender is ambiguous based on the provided information.",Ambiguous,success,
