Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,classification_reasoning,classification_intent,classification_status,classification_error
2021_ICD_23560_1,SYS/CCTV/67/15/III/24,SUPPLY INSTALLATION AND COMMISSIONING OF CCTV SURVEILLANCE SYSTEM,SUPPLY INSTALLATION AND COMMISSIONING OF CCTV SURVEILLANCE SYSTEM,Works,Open Tender,Works,Network /Communication Equipments,No,No,NA ,03-Dec-2021 11:00 AM,NA ,180.0,No ,No,Online,22-Dec-2021 02:30 PM,Industries and Commerce Department||Assam Gas Company Ltd - ICD,All Places having AGCL Offices,786602.0,2.0,,Wizertech Informatics Pvt. Ltd.,"1,582,560",Rejected-Finance,23-May-2024,Industries and Commerce Department||Assam Gas Company Ltd - ICD,"The tender is for the supply, installation, and commissioning of a CCTV surveillance system. This does not appear to be directly related to flood prevention, protection, or mitigation works. The tender description and department involved (Industries and Commerce Department) suggest this is a regular infrastructure project not specifically focused on flood-related activities. There are no flood-related keywords or context mentioned in the tender details provided.",Non-Flood,success,
2022_IWT_27640_1,FC/222/Pt-XvIl/2022-24/ 10 849- 65,"LEASING OUT OF DAUKUCHI BHAKRADIA RANGESWARI PIJUPARA FERRY SERVICE, GUWAHATI",LEASING OUT OF I.W.T. FERRY SERVICES UNDER IWT DIVISION GUWAHATI FOR THE PERIOD OF 2022-2024,Services,Open Tender,Item Wise,Miscellaneous Services,No,No,NA ,07-Nov-2022 06:00 PM,NA ,90.0,No ,No,Online,28-Nov-2022 03:00 PM,Inland Water Transport||I.W.T. Division Guwahati,Guwahati,781007.0,2.0,"5,05,625",ROFIQUL ISLAM,"5,000,500",Rejected-Finance,04-May-2024,Inland Water Transport||I.W.T. Division Guwahati,"The tender is for the leasing out of ferry services under the Inland Water Transport (IWT) Division in Guwahati. While the tender does not explicitly mention flood-related works, the involvement of the IWT Division and the nature of ferry services suggest that this project may be related to flood management or transportation in flood-prone areas. However, the tender does not provide any specific details about flood protection, prevention, or mitigation measures. The temporal factors, such as the season and urgency, are also not mentioned. Therefore, based on the information provided, the classification of this tender is ambiguous.",Ambiguous,success,
2022_NHM_28056_55,NHM-32034/33/2022-CON-NHM/363,Construction of Buildingless Sub Health Centre in GUDHABIL SC in Sivasagar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in GUDHABIL SC in Sivasagar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,07-Dec-2022 06:00 PM,NA ,180.0,No ,No,Online,05-Jan-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Sivasagar,785640.0,2.0,"52,03,000",M/S J AND P ENTERPRISE,"5,203,000",Rejected-Technical,06-May-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in Sivasagar District under the National Health Mission (NHM). The project does not appear to be directly related to flood protection, prevention, or flood-related infrastructure. The tender description does not mention any flood-related keywords or context. Additionally, the department involved is the National Health Mission, which is not typically associated with flood management projects. Based on the information provided, this tender is likely for a standard building construction project and not a flood-related one.",Non-Flood,success,
2022_NHM_28421_132,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Sagalmoa at Karimganj District for FY 2022 23 under PM ABHIM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Sagalmoa at Karimganj District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,27-Dec-2022 06:55 PM,NA ,180.0,No ,No,Online,20-Jan-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Karimganj,788710.0,2.0,"52,03,000",SAMSUL HOQUE CHOUDHURY,"4,838,790",Not Admitted-Fee/PreQual/Technical,06-May-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in Sagalmoa, Karimganj District, under the National Health Mission (NHM). The project is part of the PM ABHIM (Ayushman Bharat Health Infrastructure Mission) and is on a turnkey basis. The tender does not mention any flood-related keywords or context, such as flood protection, embankment construction, drainage systems, or erosion control. The project appears to be a standard building construction for a healthcare facility, without any specific focus on flood-related infrastructure or disaster management. The department involved is the State Programme Management Unit of the NHM, which is not typically associated with flood-related projects. Therefore, based on the information provided, this tender is classified as Non-Flood.",Non-Flood,success,
2022_NHM_28421_140,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Patacharkuchi SC at Barpeta District for FY 2022 23 under PM ABHIM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Patacharkuchi SC at Barpeta District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,27-Dec-2022 06:55 PM,NA ,180.0,No ,No,Online,02-Feb-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Barpeta,781301.0,2.0,"52,03,000",Sri Uday Baishya,"4,682,700",Not Admitted-Fee/PreQual/Technical,02-May-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in Patacharkuchi SC at Barpeta District under the National Health Mission (NHM). The project is part of the PM ABHIM (Ayushman Bharat Health Infrastructure Mission) and is a regular construction work, not specifically related to flood protection or mitigation. There are no flood-related keywords or context mentioned in the tender details. The department involved is the State Programme Management Unit of the NHM, which is not typically associated with flood-related infrastructure projects. Overall, this tender appears to be for a standard building construction project and does not have a primary focus on flood-related works.",Non-Flood,success,
2022_NHM_28421_93,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Peladahar SC at Cachar District for FY 2022 23 under PM ABHIM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Peladahar SC at Cachar District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,26-Dec-2022 06:55 PM,NA ,180.0,No ,No,Online,20-Jan-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Cachar,788030.0,2.0,"52,03,000",Sayar Ali Laskar,"4,344,505",Rejected-Finance,02-May-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in Peladahar SC at Cachar District under the National Health Mission (NHM). The project is part of the PM ABHIM scheme, which is a general development program and not specifically focused on flood-related infrastructure or disaster management. The tender does not mention any flood-related keywords, such as flood protection, embankment construction, or drainage systems. Additionally, the project is not described as an emergency response or post-flood restoration work. Therefore, based on the information provided, this tender is likely for a regular construction project and not directly related to flood management or prevention.",Non-Flood,success,
2022_NHM_28534_116,NHM-32023/11/2022-CONS-NHM/88,Construction of Buildingless Sub Health Centre at Tarakandi SC in Barpeta District for FY 2021 22 under PM ABHIM on Turnkey basis,Construction of Buildingless Sub Health Centre at Tarakandi SC in Barpeta District for FY 2021 22 under PM ABHIM on Turnkey basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,03-Jan-2023 06:55 PM,NA ,180.0,No ,No,Online,20-Jan-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Barpeta,781301.0,2.0,"52,03,000",M/s Macrocosm Builders,"4,624,947",Rejected-Technical,16-May-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre at Tarakandi SC in Barpeta District under the National Health Mission (NHM). The description does not mention any flood-related aspects, such as flood protection, prevention, or restoration works. The tender is also not specifically scheduled for the pre-monsoon or post-flood season. The department involved is the State Programme Management Unit of the NHM, which is not typically associated with flood management projects. Overall, the tender appears to be for a regular construction project and does not have a clear flood-related purpose or context.",Non-Flood,success,
2022_NHM_28534_38,NHM-32023/11/2022-CONS-NHM/88,Construction of Buildingless Sub Health Centre at Bargaon SC in Kamrup R District for FY 2021 22 under PM ABHIM on Turnkey basis,Construction of Buildingless Sub Health Centre at Bargaon SC in Kamrup R District for FY 2021 22 under PM ABHIM on Turnkey basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,30-Dec-2022 06:55 PM,NA ,180.0,No ,No,Online,20-Jan-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Kamrup R,781031.0,2.0,"52,03,000",M/S BHAI BHAI ENTERPRISE,"4,812,775",Not Admitted-Fee/PreQual/Technical,02-May-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre at Bargaon SC in Kamrup R District under the National Health Mission (NHM) program. The project is not directly related to flood protection, prevention, or flood-related infrastructure. The tender does not mention any keywords or context related to floods, flood management, or disaster response. The project appears to be a regular construction work for a healthcare facility, without any specific focus on flood-related aspects. Therefore, based on the information provided, this tender is classified as non-flood-related.",Non-Flood,success,
2022_PHED_28231_1,JJMA_16_PROC_2022_22053_58,Design and development of JJM information management system under JJM Assam,Design development deployment and maintenance of Jal Jeevan Mission information management system under JJM Assam,Services,Open Tender,EOI,Consultancy,No,No,NA ,16-Dec-2022 02:00 PM,NA ,90.0,No ,No,Not Applicable,31-Dec-2022 03:00 PM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,Guwahati,781036.0,1.0,0.0,TOSHANI TECHNOLOGIES PVT. LTD.,1.0,Rejected-Technical,15-May-2024,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,"The tender is for the design, development, deployment, and maintenance of a Jal Jeevan Mission (JJM) information management system under JJM Assam. This project does not appear to be directly related to flood protection, prevention, or flood-related infrastructure. The keywords and description do not mention any flood-specific aspects. The tender is also not associated with any specific season or urgency related to flood events. While water management projects can sometimes be indirectly related to flood mitigation, in this case, the primary focus seems to be on the development of an information management system for the Jal Jeevan Mission, which is a broader water supply and sanitation program. Therefore, this tender is more likely to be a non-flood-related project.",Non-Flood,success,
2022_PWD_25392_3,CE/NEC/NESIDS/2021-22/01/8,Sonitpur_NESIDS_2021-22_01,"Improvement and Upgradation of Jamuguri to Nagsankar Mandir connected Road (Ch.0.00km to Ch.12.50km) in Sonitpur District, Assam under NESIDS for the year 2021-22",Works,Open Tender,Turn-key,Civil Works,No,No,NA ,04-May-2022 04:00 PM,19-May-2022 12:00 PM ,180.0,No ,No,Online,25-May-2022 02:00 PM,Public Works Roads Department,Sonitpur,781003.0,2.0,"23,42,68,184",Sri Babul Nath,"234,244,757",Rejected-AOC,18-May-2024,Public Works Roads Department,"The tender is for the ""Improvement and Upgradation of Jamuguri to Nagsankar Mandir connected Road"" in Sonitpur District, Assam. While the project is located in a flood-prone region, the description does not explicitly mention any flood-related works or infrastructure. The tender is for general road improvement and upgradation, which could include measures like drainage systems, but these are not specified as the primary purpose. The department involved is the Public Works Roads Department, which suggests a focus on regular infrastructure development rather than flood management. Overall, the tender does not appear to be primarily focused on flood protection or mitigation, and the flood-related aspects, if any, are not the main focus of the project.",Non-Flood,success,
