Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,classification_reasoning,classification_intent,classification_status,classification_error
2021_FD_23228_1,AF(S)59/RIDF/2021-22/6269-73 Dtd 21/10/2021,Supply and installation of Medium Fish Feed Mill Machineries,Supply and installation of Medium Fish Feed Mill Machineries in 5 districts,Goods,Open Tender,Supply,Supply of Materials,No,No,NA ,26-Oct-2021 04:00 PM,29-Oct-2021 01:00 PM ,180.0,No ,No,Online,30-Nov-2021 02:30 PM,Department of Fisheries||Directorate of Fisheries Assam,Guwahati,781016.0,2.0,"61,01,400",Techno Feeder Private Limited,"6,096,470",Rejected-Finance,11-Jun-2024,Department of Fisheries||Directorate of Fisheries Assam,"The tender is for the supply and installation of medium fish feed mill machineries in 5 districts, which does not appear to be directly related to flood protection, prevention, or management. The description does not mention any flood-related keywords or context. The department involved is the Department of Fisheries/Directorate of Fisheries Assam, which is not typically associated with flood-related infrastructure or projects. Overall, the primary purpose of this tender seems to be for regular fisheries development rather than flood-related activities.",Non-Flood,success,
2021_FD_23230_1,AF(S)59/RIDF/2021-22/6269-73 Dtd 21/10/2021,Supply and installation of Medium Fish Feed Mill Machineries,Supply and installation of Medium Fish Feed Mill Machineries in 5 districts,Goods,Open Tender,Supply,Supply of Materials,No,No,NA ,26-Oct-2021 04:00 PM,29-Oct-2021 01:00 PM ,180.0,No ,No,Online,01-Dec-2021 02:30 PM,Department of Fisheries||Directorate of Fisheries Assam,Guwahati,781016.0,2.0,"61,01,400",Techno Feeder Private Limited,"6,096,470",Rejected-Finance,11-Jun-2024,Department of Fisheries||Directorate of Fisheries Assam,"The tender is for the supply and installation of medium fish feed mill machineries in 5 districts, which does not appear to be directly related to flood protection, prevention, or management. The description does not mention any flood-related keywords or context. The department involved is the Department of Fisheries/Directorate of Fisheries Assam, which is not typically associated with flood-related infrastructure or projects. Overall, the primary purpose of this tender seems to be for regular fisheries development rather than flood-related work.",Non-Flood,success,
2021_FD_23232_1,AF(S)59/RIDF/2021-22/6269-73 Dtd 21/10/2021,"Supply and installation of Medium Fish Feed Mill Machineries, Nalbari",Supply and installation of Medium Fish Feed Mill Machineries in 5 districts,Goods,Open Tender,Supply,Supply of Materials,No,No,NA ,26-Oct-2021 04:00 PM,29-Oct-2021 01:00 PM ,180.0,No ,No,Online,30-Nov-2021 02:30 PM,Department of Fisheries||Directorate of Fisheries Assam,Guwahati,781016.0,2.0,"61,01,400",Techno Feeder Private Limited,"6,096,470",Rejected-Finance,11-Jun-2024,Department of Fisheries||Directorate of Fisheries Assam,"The tender is for the supply and installation of medium fish feed mill machineries in 5 districts, which does not appear to be directly related to flood protection, prevention, or management. The tender does not mention any flood-related keywords, infrastructure, or emergency response facilities. The project seems to be a regular development work for the fisheries department, without any clear flood mitigation or management components. Therefore, based on the information provided, this tender is likely non-flood related.",Non-Flood,success,
2022_NHM_24528_1,NHM-32050/46/2021-Cons-NHM/87,"Reparning and renovation of 592 nos. of SC to upgrade them as HNWC and various place of Assam, Gr23, 6 nos. SC in Golaghat district","Reparning and renovation of 592 nos. of SC to upgrade them as HNWC and various place of Assam, Gr23, 6 nos. SC in Golaghat district",Works,Open Tender,Item Wise,Civil Works - Building,No,No,NA ,04-Mar-2022 12:00 PM,NA ,180.0,No ,No,Online,17-Mar-2022 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Golaghat,785621.0,2.0,"37,74,463",ABHIJIT BORDOLOI,"3,623,484",Accepted-AOC,17-Jul-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the reparning and renovation of 592 SC (Sub-Centers) to upgrade them as HNWC (Health and Wellness Centers) in various places of Assam, including 6 SC in Golaghat district. The work is being carried out by the National Health Mission, which is a state program management unit and not a flood-related department. The tender does not mention any flood-related keywords or context, and there is no indication that the work is specifically for flood protection, prevention, or restoration. The project appears to be a routine infrastructure upgrade and maintenance activity, rather than a flood-related initiative. Therefore, this tender is classified as Non-Flood.",Non-Flood,success,
2022_NHM_24528_2,NHM-32050/46/2021-Cons-NHM/87,"Reparning and renovation of 592 nos of SC to upgrade them as HNWC at various place of Assam Gr24, 5 nos SC in Golaghat district","Reparning and renovation of 592 nos of SC to upgrade them as HNWC at various place of Assam Gr24, 5 nos SC in Golaghat district",Works,Open Tender,Item Wise,Civil Works - Building,No,No,NA ,04-Mar-2022 09:00 AM,NA ,180.0,No ,No,Online,17-Mar-2022 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Golaghat,785621.0,2.0,"31,45,843",BIPIN HAZARIKA,"2,784,000",Rejected-Finance,17-Jul-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the reparning and renovation of 592 SC (Sub-Centers) to upgrade them as HNWC (Health and Wellness Centers) in various places of Assam Gr24 and 5 SC in Golaghat district. The tender does not mention any flood-related keywords or context, and the work appears to be a regular infrastructure development project for the healthcare system. There are no indications of flood protection, prevention, or mitigation measures. The department involved is the National Health Mission, which is not typically associated with flood-related works. Therefore, this tender is likely not related to flood infrastructure or flood-related activities.",Non-Flood,success,
2022_NHM_28018_80,NHM 32031 4 2021 Construction NHM Part 34 62,Establishment of Proposed 6 bedded ward at various SHCs n PHCs of Assam under ECRP II NHM Assam Group 80 4 nos scheme in Dibrugarh district,Establishment of Proposed 6 bedded ward at various SHCs n PHCs of Assam under ECRP II NHM Assam Group 80 4 nos scheme in Dibrugarh district,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,07-Dec-2022 09:00 AM,NA ,180.0,No ,No,Online,30-Dec-2022 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Dibrugarh District,786001.0,2.0,"46,39,828",M/S HORIZON ENTERPRISE,,Not Admitted-Finance,,National Health Mission||State Programme Management Unit - NHM,"The tender is for the establishment of a proposed 6-bedded ward at various Sub-Health Centers (SHCs) and Primary Health Centers (PHCs) in Assam under the ECRP II (Emergency COVID-19 Response and Preparedness) scheme of the National Health Mission (NHM). The project is focused on healthcare infrastructure development and does not appear to be directly related to flood protection, prevention, or mitigation. There are no flood-related keywords or context mentioned in the tender details. The department involved is the National Health Mission, which is not typically associated with flood management. Therefore, this tender is likely for a non-flood-related infrastructure project.",Non-Flood,success,
2022_NHM_28056_40,NHM-32034/33/2022-CON-NHM/363,Construction of Buildingless Sub Health Centre in Kutayoni SC in Nagaon District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Kutayoni SC in Nagaon District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,07-Dec-2022 02:00 PM,NA ,180.0,No ,No,Online,28-Dec-2022 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Nagaon,782001.0,2.0,"52,03,000",MS Unique Construction,"4,920,000",Rejected-Finance,17-Jul-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in Kutayoni SC in Nagaon District under the National Health Mission (NHM). The project does not appear to be directly related to flood protection, prevention, or mitigation. There are no mentions of flood-related infrastructure, emergency response facilities, or drainage systems in flood-prone areas. The tender also does not mention any temporal factors like pre-monsoon preparation or post-flood restoration. The project seems to be a regular construction work for a healthcare facility, without any specific flood-related context or purpose.",Non-Flood,success,
2022_NHM_28534_7,NHM-32023/11/2022-CONS-NHM/88,Construction of Buildingless Sub Health Centre at SONIPOTIA SC in Dibrugarh District for FY 2021 22 under PM ABHIM on Turnkey basis,Construction of Buildingless Sub Health Centre at SONIPOTIA SC in Dibrugarh District for FY 2021 22 under PM ABHIM on Turnkey basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,29-Dec-2022 06:55 PM,NA ,180.0,No ,No,Online,08-Feb-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Dibrugarh,786001.0,2.0,"52,03,000",Suman Construction,"5,098,940",Not Admitted-Fee/PreQual/Technical,10-Jul-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in Dibrugarh District, Assam. It does not mention any flood-related works or infrastructure, such as flood protection, embankments, drainage systems, or erosion control. The tender is part of the National Health Mission program, which is a general development initiative and not specifically focused on flood management. There are no keywords or context indicating that this project is related to flood prevention, mitigation, or response. The temporal factors, such as the season, are also not provided. Based on the information given, this tender appears to be for a regular construction project and not a flood-related one.",Non-Flood,success,
2022_SWD_26588_1,"No.DWCD(ICDS)G/41/2022/6, Date 08/08/2022",Supply of Medicine Kits for Anganwadi Centres and Medicine Kits for Mini Anganwadi Centres,Supply of Medicine Kits for Anganwadi Centres and Medicine Kits for Mini Anganwadi Centres for the year 2022-23,Goods,Open Tender,Supply,Medicines,No,No,NA ,08-Aug-2022 05:00 PM,NA ,120.0,No ,No,Online,12-Sep-2022 11:00 AM,Social Welfare Department||Directorate of Social Welfare - SWD,All over Assam,781001.0,2.0,"7,33,47,000",Agam Pharmaceuticals,,Accepted-AOC,,Social Welfare Department||Directorate of Social Welfare - SWD,"The tender is for the supply of medicine kits for Anganwadi Centres and Mini Anganwadi Centres. This is a routine procurement activity for the Social Welfare Department and does not appear to be related to flood management or mitigation. There are no keywords or context indicating any flood-related aspects. The tender is also not specifically timed for pre-monsoon or post-flood periods. Overall, this tender is for a standard welfare program and does not have any direct or indirect connection to flood-related infrastructure or development.",Non-Flood,success,
2023_AEGCL_32382_1,DGM/MIRZA/TnT/Tech-12/2023/08,"Construction of switchyard main road with side drain (both side) at 220KV Agia GSS and Construction of new security barrack at 220KV Boko GSS, AEGCL","Construction of switchyard main road with side drain (both side) at 220KV Agia GSS and Construction of new security barrack at 220KV Boko GSS, AEGCL",Works,Open Tender,Works,Civil Works,No,No,NA ,05-Sep-2023 03:00 PM,NA ,180.0,No ,No,Online,27-Sep-2023 12:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),Agia Grid Substation and Boko Grid Substation,783120.0,2.0,"29,51,426",MD.MUSLIMUDDIN AHMED,"3,130,813",Accepted-AOC,29-Jun-2024,Assam Electricity Grid Corporation Ltd||CGM (T and T),"The tender is for the construction of a switchyard main road with side drains at the 220KV Agia GSS and the construction of a new security barrack at the 220KV Boko GSS. While the construction of side drains could be considered a flood-related component, the overall purpose of the tender appears to be for general infrastructure development and maintenance rather than specific flood protection or mitigation. There are no explicit mentions of flood-related keywords or the tender being part of a flood management program. The department involved, Assam Electricity Grid Corporation Ltd, is not typically associated with flood-related works. Therefore, based on the information provided, this tender is more likely to be classified as non-flood-related.",Non-Flood,success,
