Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,classification_reasoning,classification_intent,classification_status,classification_error
2023_NHM_31528_21,NHM-32042/6/2022-CONS-NHM,Construction of Buildingless Sub Health Centre in KACHUDARAM SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in KACHUDARAM SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,06-Jul-2023 06:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,CACHAR,788001.0,2.0,"52,03,000",VICTORIA INFRATECH,"5,193,000",Rejected-Technical,09-Jan-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in KACHUDARAM SC in CACHAR District under the National Health Mission (NHM) program. The project is not directly related to flood protection, prevention, or flood-related infrastructure. The tender does not mention any keywords or context related to floods, such as embankments, dykes, drainage systems, or erosion control. Additionally, the department involved is the National Health Mission, which is not typically associated with flood management. Therefore, based on the information provided, this tender is likely for a regular construction project and not a flood-related one.",Non-Flood,success,
2023_NHM_31528_25,NHM-32042/6/2022-CONS-NHM,Construction of Buildingless Sub Health Centre in LATIMARA I SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in LATIMARA I SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,06-Jul-2023 06:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,CACHAR,788001.0,2.0,"52,03,000",Atikur Rahman Laskar,"4,786,760",Rejected-Technical,04-Jan-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in LATIMARA I SC in CACHAR District under the National Health Mission (NHM) program. The project is not directly related to flood protection, prevention, or flood-related infrastructure. The tender does not mention any flood-related keywords, emergency response, or disaster management aspects. It appears to be a regular construction project for a healthcare facility, which is not a primary indicator of a flood-related work. The department involved is the National Health Mission, which is not typically associated with flood management. Overall, the tender details do not suggest a flood-related classification.",Non-Flood,success,
2023_NHM_31528_26,NHM-32042/6/2022-CONS-NHM,Construction of Buildingless Sub Health Centre in GOBINDAPUR SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in GOBINDAPUR SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,06-Jul-2023 06:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,CACHAR,788001.0,2.0,"52,03,000",BARAK ENTERPRISE,"4,682,700",Rejected-AOC,09-Jan-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in GOBINDAPUR SC in CACHAR District under the National Health Mission (NHM). The project is not directly related to flood protection, prevention, or flood-related infrastructure. There are no keywords or context indicating that the project is intended for flood management or emergency response. The tender is for a regular construction project and does not mention any flood-related aspects. Therefore, this tender is classified as non-flood-related.",Non-Flood,success,
2023_NHM_31528_3,NHM-32042/6/2022-CONS-NHM,Construction of Buildingless Sub Health Centre in Kahiguri Barapujia SC in Nagaon District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Kahiguri Barapujia SC in Nagaon District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,06-Jul-2023 06:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,NAGAON,782001.0,2.0,"52,03,000",Bidyut Jyoti Khand,,Rejected-Technical,,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in Nagaon District under the National Health Mission (NHM). The project does not appear to be directly related to flood protection, prevention, or flood-related infrastructure. The description and keywords do not mention any flood-specific terms or context. This appears to be a regular construction project for a healthcare facility, without any clear flood-related components or considerations. The department involved is the National Health Mission, which is not typically associated with flood management.",Non-Flood,success,
2023_NHM_31528_32,NHM-32042/6/2022-CONS-NHM,Construction of Buildingless Sub Health Centre in GAREMARI SC in BARPETA District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in GAREMARI SC in BARPETA District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,06-Jul-2023 06:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,BARPETA,781301.0,2.0,"52,03,000",Bijan Kumar Das,,Accepted-AOC,,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in GAREMARI SC in BARPETA District under the National Health Mission (NHM) program. The project is not directly related to flood protection, prevention, or flood-related infrastructure. The tender does not mention any flood-related keywords, emergency response, or disaster management aspects. It appears to be a regular construction project for a healthcare facility, which is not a primary indicator of a flood-related work. The department involved is the National Health Mission, which is not typically associated with flood management. Therefore, based on the information provided, this tender is classified as non-flood-related.",Non-Flood,success,
2023_NHM_31578_11,NHM-32042/6/2022-NHM-COST,Construction of Buildingless Sub Health Centre in ALGAPUR III SC in HAILAKANDI District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in ALGAPUR III SC in HAILAKANDI District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,08-Jul-2023 09:00 AM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,HAILAKANDI,788151.0,2.0,"52,03,000",SKYLINE ENTERPRISE,"4,682,700",Rejected-Finance,25-Jan-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in ALGAPUR III SC in HAILAKANDI District under the National Health Mission (NHM) program. The project is not directly related to flood protection, prevention, or flood-related infrastructure. There are no keywords or context indicating that the project is intended for flood management or mitigation. The tender is for a standard building construction project, which is a regular development work and not a flood-related initiative. Therefore, based on the information provided, this tender should be classified as non-flood-related.",Non-Flood,success,
2023_NHM_31578_17,NHM-32042/6/2022-NHM-COST,Construction of Buildingless Sub Health Centre in Lezaihula SC in Tinsukia District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Lezaihula SC in Tinsukia District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,08-Jul-2023 03:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,tinsukia,786126.0,2.0,"52,03,000",RAJIB BORUAH,"4,422,550",Rejected-Finance,09-Jan-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in Lezaihula SC in Tinsukia District under the National Health Mission (NHM) program. The project does not appear to be directly related to flood protection, prevention, or mitigation. There are no mentions of flood-related infrastructure, emergency response facilities, or drainage systems in flood-prone areas. The tender is also not specifically timed for pre-monsoon or post-flood restoration work. Overall, the primary purpose of the project seems to be regular construction and development of healthcare infrastructure, rather than flood-related activities.",Non-Flood,success,
2023_NHM_31578_21,NHM-32042/6/2022-NHM-COST,Construction of Buildingless Sub Health Centre in Kachudaram 12 No Basti SC in Cachar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Kachudaram 12 No Basti SC in Cachar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,08-Jul-2023 03:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,CACHAR,788112.0,2.0,"52,03,000",VICTORIA INFRATECH,"5,193,000",Rejected-Technical,09-Jan-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in Kachudaram 12 No Basti SC in Cachar District under the National Health Mission (NHM). The project is on a turnkey basis for the financial year 2021-22. The tender does not mention any flood-related keywords or context, such as flood protection, embankment construction, drainage systems, or erosion control. The project appears to be a regular construction work for a healthcare facility, without any specific focus on flood-related infrastructure or disaster management. The department involved is the National Health Mission, which is not typically associated with flood-related projects. Therefore, based on the information provided, this tender is likely for a non-flood-related infrastructure project.",Non-Flood,success,
2023_NHM_31578_25,NHM-32042/6/2022-NHM-COST,Construction of Buildingless Sub Health Centre in Gossainagar SC in Cachar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Gossainagar SC in Cachar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,08-Jul-2023 03:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,CACHAR,788112.0,2.0,"52,03,000",SRI RANJIT DAS,"4,942,850",Rejected-Technical,25-Jan-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in Gossainagar SC in Cachar District under the National Health Mission (NHM) program. The project does not appear to be directly related to flood protection, prevention, or mitigation. There are no mentions of flood-related infrastructure, emergency response facilities, or drainage systems in flood-prone areas. The tender is also not specifically timed for pre-monsoon preparation or post-flood restoration. The project seems to be a regular construction work for a healthcare facility, without any clear flood-related context or purpose.",Non-Flood,success,
2023_NHM_31594_10,NHM-32023/469/2023-CONS-NHM/94,Construction of Buildingless Sub Health Centre in Gagalmari SC in Barpeta District for FY 2021 22 under PM ABHIM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Gagalmari SC in Barpeta District for FY 2021 22 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,10-Jul-2023 03:00 PM,NA ,180.0,No ,No,Online,29-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Barpeta,781301.0,2.0,"52,03,000",M/S P.N. ASSOCIATES,"5,197,000",Rejected-Finance,25-Jan-2024,National Health Mission||State Programme Management Unit - NHM,"The tender is for the construction of a Buildingless Sub Health Centre in Gagalmari SC in Barpeta District under the National Health Mission (NHM). The project is part of the PM ABHIM (Ayushman Bharat Health Infrastructure Mission) and is on a turnkey basis. The tender does not mention any flood-related keywords or context, and the project appears to be a standard building construction for a healthcare facility. There are no indications of the project being related to flood protection, prevention, or mitigation. The department involved is the State Programme Management Unit of the NHM, which is not typically associated with flood-related infrastructure. Overall, the tender does not appear to be flood-related.",Non-Flood,success,
