Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,classification_reasoning,classification_intent,classification_status,classification_error
2021_KAAC_22132_1,DPU/SOPD(M)/11/2021,Imp of road from No 1 Balijan at Bakulia Chariali to No 2 Balijan( Karbi Market) L 1.00 Km under Bakulia Roads Division under SOPD(Municipality)for the year 2020-21,Imp of road from No 1 Balijan at Bakulia Chariali to No 2 Balijan(Karbi Market) L 1.00 Km under Bakulia Roads Division under SOPD(Municipality) for the year 2020-21,Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NIL ,06-Jul-2021 02:00 PM,NA ,180.0,No ,No,Offline,27-Jul-2021 12:00 PM,Karbi Anglong Autonomous Council||PWD,Bakulia,782482.0,2.0,"81,29,482",ROBINSON TERON,"9,918,028",Accepted-AOC,03-Nov-2021,Karbi Anglong Autonomous Council||PWD,"The tender is for the improvement of a 1 km road from No 1 Balijan at Bakulia Chariali to No 2 Balijan (Karbi Market) under the Bakulia Roads Division. The work is being carried out under the SOPD (Municipality) scheme for the year 2020-21. The tender does not mention any flood-related keywords or context, such as flood protection, embankment construction, or drainage systems. It appears to be a regular road improvement project rather than a flood-related infrastructure work. The department involved is the Karbi Anglong Autonomous Council's Public Works Department, which suggests a general infrastructure focus rather than a specialized flood management agency. Overall, there is no clear indication that this tender is specifically for flood-related works.",Non-Flood,success,
2021_PWBNH_23137_1,CE/BLD/ ELECT/15/2021/Pt-1/32 Dated 04/10/2021,"GROUP-A Construction of Mother and Child Hospital (500 bedded) at Gauhati Medical College and Hospital, Guwahati Under SOPD-ODS for the FY 2019-2020.(Providing 1500 KVA RADIATOR COOLED D.G SET in acoustic enclosure etc.), GROUP-A","GROUP-A Construction of Mother and Child Hospital (500 bedded) at Gauhati Medical College and Hospital, Guwahati Under SOPD-ODS for the FY 2019-2020.(Providing 1500 KVA RADIATOR COOLED D.G SET in acoustic enclosure etc.), GROUP-A",Works,Open Tender,Item Rate,Electrical Works,No,No,NA ,08-Oct-2021 06:00 PM,11-Oct-2021 12:30 PM ,180.0,No ,No,Offline,19-Oct-2021 03:30 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Guwahati,781005.0,2.0,"3,15,09,624",Industrial Systems LLP,"33,352,938",Rejected-Technical,07-Sep-2024,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"The tender is for the construction of a Mother and Child Hospital (500 bedded) at Gauhati Medical College and Hospital, Guwahati. The project includes the provision of a 1500 KVA radiator-cooled diesel generator set in an acoustic enclosure. This appears to be a regular construction project for a healthcare facility, without any explicit mention of flood-related components or considerations. The tender does not contain any primary or secondary indicators of flood-related infrastructure or flood damage restoration works. Additionally, the department involved is the Public Works Building and NH Department, which is not typically associated with flood management projects. Therefore, based on the information provided, this tender is likely for a non-flood-related infrastructure development project.",Non-Flood,success,
2021_PWBNH_23137_2,CE/BLD/ ELECT/15/2021/Pt-1/32 Dated 04/10/2021,"GROUP-B Construction of Mother and Child Hospital (500 bedded) at Gauhati Medical College and Hospital, Guwahati Under SOPD-ODS for the FY 2019-2020. (Providing 1600 KVA Transformer along with allied accessories etc.), GROUP-B","GROUP-B Construction of Mother and Child Hospital (500 bedded) at Gauhati Medical College and Hospital, Guwahati Under SOPD-ODS for the FY 2019-2020. (Providing 1600 KVA Transformer along with allied accessories etc.), GROUP-B",Works,Open Tender,Item Rate,Electrical Works,No,No,NA ,08-Oct-2021 06:00 PM,11-Oct-2021 12:30 PM ,180.0,No ,No,Offline,19-Oct-2021 03:30 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,Guwahati,781005.0,2.0,"1,86,68,021",Industrial Systems LLP,"16,803,086",Rejected-Technical,07-Sep-2024,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,"The tender is for the construction of a Mother and Child Hospital (500 bedded) at Gauhati Medical College and Hospital, Guwahati. The project is under the Public Works Building and NH Department, and it involves the provision of a 1600 KVA Transformer along with allied accessories. The tender does not mention any flood-related keywords or context, and the primary purpose of the work is regular construction and infrastructure development, not flood protection or mitigation. There are no indications of the project being related to flood-prone areas or emergency response facilities for floods. Therefore, based on the information provided, this tender is classified as non-flood-related.",Non-Flood,success,
2021_PWD_20357_2,CT_12/NIT/2019/50 dated 20.01.2021,"Construction of Road from Chalantapara Pt-III to Silkhatari Road (Ch. 0.00 m to 900.00 m) under SOPD for the year 2020-21, Abhayapuri South LAC. Package No.SOPD(G)_WAC_144","Construction of Road from Chalantapara Pt-III to Silkhatari Road (Ch. 0.00 m to 900.00 m) under SOPD for the year 2020-21, Abhayapuri South LAC. Package No.SOPD(G)_WAC_144",Works,Open Tender,Item Rate,Construction Works,No,No,NA ,23-Jan-2021 09:00 AM,NA ,90.0,No ,No,Offline,12-Feb-2021 02:30 PM,Public Works Roads Department,Abhayapuri South,783121.0,2.0,,Sandip Lal Kedia,"7,124,794.09",Not Admitted-Finance,06-Sep-2024,Public Works Roads Department,"The tender is for the construction of a road from Chalantapara Pt-III to Silkhatari Road, which is a regular infrastructure development project. There are no explicit mentions of flood-related works, such as flood protection, embankment construction, or drainage systems in flood-prone areas. The tender also does not mention any temporal factors like pre-monsoon preparation or post-flood restoration. The department involved is the Public Works Roads Department, which suggests this is a standard road construction project rather than a flood-related one. Overall, there is no clear indication that this tender is specifically for flood-related infrastructure or development.",Non-Flood,success,
2021_SNT_22108_1,GBPIC/8.2.4.1/2020-21/4853 DATED 3rd JULY 2021,"PROCUREMENT FOR SUPPLY, INSTALLATION AND COMMISSIONING OF LABORATORY EQUIPMENTS AT GUWAHATI BIOTECH PARK INCUBATION CENTER","PROCUREMENT FOR SUPPLY, INSTALLATION AND COMMISSIONING OF LABORATORY EQUIPMENTS AT GUWAHATI BIOTECH PARK INCUBATION CENTER",Goods,Global Tenders,Item Wise,Miscellaneous Goods,Yes,No,NA ,03-Jul-2021 06:00 PM,NA ,120.0,No ,No,Online,24-Jul-2021 03:00 PM,Department of Science and Technology||Guwahati Biotech Park,Guwahati,781039.0,2.0,,DELTA TECHNOLOGIES,"142,223",Rejected-Technical,01-Sep-2021,Department of Science and Technology||Guwahati Biotech Park,"The tender is for the procurement of laboratory equipment for the Guwahati Biotech Park Incubation Center. It does not mention any flood-related works, infrastructure, or emergency response. The department involved is the Department of Science and Technology, which is not typically associated with flood management or mitigation. There are no keywords or context indicating that this tender is related to flood protection, prevention, or restoration. The tender appears to be for regular development and infrastructure works, rather than any flood-specific activities.",Non-Flood,success,
2022_APDCL_27729_1,APDCL/CAR/BEC/Algapur/33kV,Algapur 33 KV Line,Construction of new 33kV Bay for LILO circuit at Algapur DSS and renovation of existing (old) 33kV line from Panchgram GSS to Algapur DSS under Hailakandi Electrical Sub Division of Badarpur Electrical Circle,Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,11-Nov-2022 05:00 PM,22-Nov-2022 02:00 PM ,180.0,No ,No,Online,28-Nov-2022 02:00 PM,Assam Power Distribution Company Ltd||CGM(D) Central Assam Region - APDCL,Algapur,788150.0,2.0,,M/S PRADIP KUMAR RAI,"25,379,348",Accepted-AOC,02-Sep-2024,Assam Power Distribution Company Ltd||CGM(D) Central Assam Region - APDCL,"The tender is for the construction of a new 33kV Bay for a LILO (Line-In-Line-Out) circuit at Algapur DSS and renovation of an existing 33kV line from Panchgram GSS to Algapur DSS. While the tender mentions the work being carried out under the Hailakandi Electrical Sub Division, which is located in a flood-prone region, the description does not explicitly indicate that the project is related to flood protection or mitigation. The tender appears to be focused on regular power infrastructure development and maintenance, rather than specific flood-related works. There are no keywords or context suggesting the project is intended for flood control or emergency response.",Non-Flood,success,
2022_CD_25879_1,HF/ENGG-3531/21-22/62,Expression of Interest for Consultancy service,Expression of Interest for consultancy service,Services,Open Tender,EOI,Consultancy,No,No,NA ,08-Jun-2022 11:30 AM,NA ,180.0,No ,No,Not Applicable,13-Jun-2022 04:00 PM,Cooperation Department||Assam State Co-operative Housing Federation Ltd.(HOUSEFED),Guwahati,781006.0,1.0,,AESTHETIC CREATION,"884,944",Rejected-AOC,20-Sep-2024,Cooperation Department||Assam State Co-operative Housing Federation Ltd.(HOUSEFED),"The tender is for an ""Expression of Interest for Consultancy service"" and does not mention any flood-related works or infrastructure. The department involved is the Cooperation Department and Assam State Co-operative Housing Federation Ltd. (HOUSEFED), which are not typically associated with flood management or disaster response. There are no keywords or context indicating that this tender is related to flood protection, prevention, or mitigation. Based on the information provided, this tender appears to be for a general consultancy service and not a flood-related project.",Non-Flood,success,
2022_CD_26456_1,HF/ENGG-3351/20-21/116,Construction of Laboratory Building (Ground Floor) at Assam University Diphu Campus including furniture,Construction of Laboratory Building (Ground Floor) at Assam University Diphu Campus including furniture,Works,Open Tender,Item Wise,Civil Works,No,No,NA ,26-Jul-2022 02:00 PM,27-Jul-2022 12:00 PM ,180.0,No ,No,Online,05-Aug-2022 11:30 AM,Cooperation Department||Assam State Co-operative Housing Federation Ltd.(HOUSEFED),Assam University Diphu Campus,782460.0,2.0,"2,83,23,853",L & R CONSTRUCTION,"28,323,317",Accepted-AOC,20-Sep-2024,Cooperation Department||Assam State Co-operative Housing Federation Ltd.(HOUSEFED),"The tender is for the construction of a laboratory building at the Assam University Diphu Campus, including furniture. The description does not mention any flood-related aspects, and the department involved is the Cooperation Department and Assam State Co-operative Housing Federation Ltd. (HOUSEFED), which are not typically associated with flood management or disaster response. There are no keywords or context indicating that this is a flood-related project. The tender appears to be for a standard construction project and does not meet the criteria for a flood-related infrastructure or development project.",Non-Flood,success,
2022_CD_26458_1,HF/ENGG-3351/20-21/116,Construction of 100 Bedded Girls Hostel (G plus 2 Storeyed) at Assam University Diphu Campus including furniture,Construction of 100 Bedded Girls Hostel (G plus 2 Storeyed) at Assam University Diphu Campus including furniture,Works,Open Tender,Item Wise,Civil Works,No,No,NA ,26-Jul-2022 03:00 PM,27-Jul-2022 12:00 PM ,180.0,No ,No,Online,05-Aug-2022 11:30 AM,Cooperation Department||Assam State Co-operative Housing Federation Ltd.(HOUSEFED),Assam University Diphu Campus,782460.0,2.0,"7,92,44,261",R F CONSTRUCTION and CONSULTANCY,"79,242,815",Rejected-AOC,20-Sep-2024,Cooperation Department||Assam State Co-operative Housing Federation Ltd.(HOUSEFED),"The tender is for the construction of a 100-bedded girls' hostel at the Assam University Diphu Campus, including furniture. The project is being undertaken by the Cooperation Department and the Assam State Co-operative Housing Federation Ltd. (HOUSEFED). The tender does not mention any flood-related keywords, emergency response, or flood-prone infrastructure. It appears to be a regular construction project without any specific flood mitigation or prevention components. The temporal factors, such as the season, are not provided, and there is no indication that the project is related to pre-monsoon preparation or post-flood restoration. Overall, the tender details suggest this is a non-flood-related infrastructure development project.",Non-Flood,success,
2022_CD_26742_1,HF/ENGG-3531/21-22/116,Expression of Interest for Consultancy Service,Expression of Interest for Consultancy Service,Services,Open Tender,EOI,Consultancy,No,No,NA ,24-Aug-2022 05:30 PM,NA ,180.0,No ,No,Not Applicable,30-Aug-2022 12:00 PM,Cooperation Department||Assam State Co-operative Housing Federation Ltd.(HOUSEFED),Guwahati,781006.0,1.0,,Architects Collaborative,"443,517.36",Not Admitted-Fee/PreQual/Technical/Finance,20-Sep-2024,Cooperation Department||Assam State Co-operative Housing Federation Ltd.(HOUSEFED),"The tender is for an ""Expression of Interest for Consultancy Service"" and does not mention any specific flood-related works or infrastructure. The description is very generic, and the department involved (Cooperation Department and Assam State Co-operative Housing Federation Ltd.) does not indicate a focus on flood management or disaster response. There are no keywords or context that suggest this is a flood-related project. Based on the information provided, this tender appears to be for a non-flood-related consultancy service.",Non-Flood,success,
