Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,classification_reasoning,classification_intent,classification_status,classification_error
2021_FCS_21846_1,DJS.11/2021/5,Transportation of Rice under NFSA Dhemaji district,Carrying / loading / unloading of allotted foodgrains under NFSA in two tier system,Works,Open Tender,Supply,Miscellaneous Works,No,No,NA ,11-Jun-2021 06:00 PM,NA ,21.0,No ,No,Offline,09-Jul-2021 02:30 PM,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Dhemaji,Dhemaji district,787057.0,2.0,"1,00,00,000",Nip Konwar,115.1,Rejected-Technical,22-Aug-2024,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Dhemaji,"The tender is for the transportation of rice under the National Food Security Act (NFSA) in the Dhemaji district. It does not mention any flood-related works or infrastructure. The description indicates routine food grain distribution activities, which are not directly related to flood protection, prevention, or mitigation. There are no keywords or context suggesting this is a flood-related project. The department involved is the Food Civil Supplies and Consumer Affairs Department, which is not typically associated with flood management. Overall, this tender does not appear to be flood-related.",Non-Flood,success,
2021_FCS_22191_1,DS. 72/2021/18 dated 19-07-2021,E-tender for the allotment of Salt (under Zonal quota) detailed hereunder for the pperiod of 2021-22,E-tender for the allotment of Salt (under Zonal quota) detailed hereunder for the period of 2021-22.,Goods,Open Tender,EOI,Food Products,No,No,NA ,19-Jul-2021 12:00 PM,28-Jul-2021 12:00 PM ,365.0,No ,No,Offline,10-Sep-2021 12:00 PM,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs,Assam,781005.0,1.0,,Sri Narayani Salt Trade,0.0,Accepted-AOC,19-Aug-2024,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs,"The tender is for the allotment of salt under the Zonal quota for the period of 2021-22. It does not mention any flood-related works, infrastructure, or emergency response. The department involved is the Food Civil Supplies and Consumer Affairs Department, which is not typically associated with flood management. There are no keywords or context indicating this is a flood-related project. The tender appears to be for a routine administrative task rather than any flood-prevention or mitigation measures.",Non-Flood,success,
2021_FCS_22631_1,GSM.47/2017/ETDS/179 dated 30-06-2021,Transporation of food grains i.e. NFSA rice under Golaghat District for the year 2021-22,Transporation of food grains i.e. handling and Transport Contractor and Fixation of Rate i.e. NFSA rice under Golaghat District for the year 2021-22,Goods,Open Tender,Supply,Miscellaneous Goods,No,No,NA ,19-Aug-2021 05:45 PM,NA ,365.0,No ,No,Offline,10-Sep-2021 12:00 PM,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Golaghat,"O/o the Deputy Commissioner, Golaghat",785621.0,2.0,,M/s Vivek Transport Agency,"40,000,000",Accepted-AOC,21-Aug-2024,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Golaghat,"The tender is for the transportation of food grains, specifically NFSA rice, under the Golaghat District for the year 2021-22. The tender is issued by the Food Civil Supplies and Consumer Affairs Department, which is not typically involved in flood-related infrastructure or emergency response. The description does not mention any flood-related keywords or context, such as flood protection, embankment construction, or drainage systems. The tender appears to be for routine transportation and handling of food grains, which is a regular function of the department. There are no indications of the work being related to flood preparation, response, or mitigation.",Non-Flood,success,
2021_HFWD_23534_1,"DME/NSurgery/90/ 2020/Pt/20875, Dated 20-11-2021",Supply and Installation of equipment related to Neurosurgery Department,Supply and Installation of equipment related to Neurosurgery Department for all Medical College Hospitals of Assam,Goods,Open Tender,Item Rate,Medical Equipments/Waste,No,No,NA ,01-Dec-2021 04:00 PM,17-Dec-2021 11:00 AM ,365.0,No ,No,Online,10-Jan-2022 05:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD,Medical College Hospitals of Assam,781022.0,2.0,,M/s Bhola Drugs and Surgicals,"5,443,200",Not Admitted-Finance,11-Oct-2022,Health and Family Welfare Department||Directorate of Medical Education-HFWD,"The tender is for the supply and installation of equipment related to the Neurosurgery Department for medical college hospitals in Assam. It does not mention any flood-related works, infrastructure, or emergency response facilities. The tender is not focused on flood protection, prevention, or restoration, and there are no keywords or context indicating a flood-related project. The department involved is the Health and Family Welfare Department, which is not typically associated with flood management. Overall, this tender appears to be for regular medical equipment procurement and installation, and does not have a primary focus on flood-related activities.",Non-Flood,success,
2021_TDEP_22279_1,IN-IWT-242294-CS-QCBS,Hiring of Safeguards Consultant for Environmental and Social Assessment Studies for Assam Inland Water Transport Project Phase II,Hiring of Safeguards Consultant for Environmental and Social Assessment Studies for Assam Inland Water Transport Project Phase II,Services,Open Tender,Lump-sum,Consultancy,No,No,NA ,27-Jul-2021 06:40 PM,06-Aug-2021 01:00 PM ,120.0,No ,No,Not Applicable,02-Sep-2021 04:00 PM,Transport Department- Externally Funded Projects||Assam Inland Water Transport Development Society- World Bank Tenders,Guwahati,781007.0,2.0,,WAPCOS Ltd.,"33,087,200",Rejected-Technical,28-Aug-2024,Transport Department- Externally Funded Projects||Assam Inland Water Transport Development Society- World Bank Tenders,"The tender is for hiring a safeguards consultant to conduct environmental and social assessment studies for the Assam Inland Water Transport Project Phase II. While the project is related to water transport infrastructure, there is no explicit mention of flood protection, prevention, or mitigation works. The tender does not include any primary indicators of flood-related activities, such as embankment construction, drainage systems, or emergency response facilities. Additionally, the tender does not provide any information about the temporal factors, such as the season or urgency of the work. Overall, the tender appears to be focused on general infrastructure development and assessment studies, without a clear flood-related component.",Non-Flood,success,
2021_TDEP_22972_1,IN-IWT-245194-GO-RFQ,"Supply of AIS 140 GPS devices includes GPS device cost, installation cost, 3 years warranty with software license fees per user per year and SIM card with 4G data package for IWT ferry vessels","Supply of AIS 140 GPS devices includes GPS device cost, installation cost, 3 years warranty with software license fees per user per year and SIM card with 4G data package for IWT ferry vessels",Goods,Open Tender,Supply,Electronics Equipment,No,No,NA ,18-Sep-2021 11:30 AM,24-Sep-2021 01:00 PM ,90.0,No ,No,Not Applicable,25-Oct-2021 04:00 PM,Transport Department- Externally Funded Projects||Assam Inland Water Transport Development Society- World Bank Tenders,On board of Inland Vessels of IWT Assam,781007.0,1.0,"9,47,600",M/s VENERA SOFTWARE PRIVATE LIMITED,"721,000",Rejected-Finance,28-Aug-2024,Transport Department- Externally Funded Projects||Assam Inland Water Transport Development Society- World Bank Tenders,"The tender is for the supply of AIS 140 GPS devices, including installation, warranty, software licenses, and SIM cards with 4G data packages for IWT (Inland Water Transport) ferry vessels. While the tender is related to water transport infrastructure, it does not appear to be directly focused on flood protection, prevention, or mitigation. The tender does not mention any flood-related keywords, emergency response, or specific flood-prone areas. The project seems to be a regular infrastructure upgrade for the IWT ferry vessels, rather than a flood-related initiative. Therefore, based on the information provided, this tender is more likely to be classified as non-flood-related.",Non-Flood,success,
2022_AEGCL_24731_1,AEGCL/DGM/UATTC/ OandM/T-31/BUS-II/2022/2003,Augmentation of 33kV Bus-II at Nazira GSS,Augmentation of 33kV Bus-II at Nazira GSS,Works,Open Tender,Works,Electrical Works,No,No,NA ,15-Mar-2022 04:00 PM,NA ,180.0,No ,No,Offline,13-Apr-2022 02:30 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),132kV GSS Nazira AEGCL,786685.0,2.0,"30,17,074",Naruttam Changmai,"3,288,314.26",Rejected-AOC,23-May-2022,Assam Electricity Grid Corporation Ltd||CGM (T and T),"The tender is for the augmentation of a 33kV bus at Nazira GSS, which is a standard electrical infrastructure project. There are no explicit mentions of flood-related works, emergency response, or flood-prone infrastructure. The tender description and department (Assam Electricity Grid Corporation Ltd) indicate this is a routine electrical grid maintenance and upgrade, rather than a flood-specific project. There are no primary or secondary flood-related indicators present in the tender details provided.",Non-Flood,success,
2022_AEGCL_24732_1,AEGCL/DGM/UATTC/ OandM/T-31/BUS-III/2022/2004,Augmentation of 33kV Bus-III at Nazira GSS,Augmentation of 33kV Bus-III at Nazira GSS,Works,Open Tender,Works,Electrical Works,No,No,NA ,15-Mar-2022 04:00 PM,NA ,180.0,No ,No,Offline,13-Apr-2022 02:30 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),132kV GSS Nazira AEGCL,785685.0,2.0,"42,47,192",Naruttam Changmai,"4,628,809.6",Rejected-AOC,23-May-2022,Assam Electricity Grid Corporation Ltd||CGM (T and T),"The tender is for the augmentation of a 33kV bus at Nazira GSS, which is a standard electrical infrastructure project. There are no explicit mentions of flood-related works, emergency response, or flood-prone infrastructure. The tender description and department (Assam Electricity Grid Corporation Ltd) indicate this is a routine electrical grid maintenance and upgrade, rather than a flood-specific project. There are no primary or secondary flood-related indicators present in the tender details provided.",Non-Flood,success,
2022_AEGCL_28337_1,AEGCL/DGM/BONG/T-1/2022/110,Supply and delivery of 132kV and 33kV Lightning Arresters for GSS under Bongaigaon TT Circle AEGCL,SUPPLY OF LIGHTNING ARRESTERS (132KV and 33KV) IN VARIOUS GSS UNDER BONGAIGAON Tand T CIRCLE,Goods,Open Tender,Supply,Supply of Materials,No,No,NA ,21-Dec-2022 12:00 PM,NA ,180.0,No ,No,Online,31-Jan-2023 12:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),DGM OFFICE AEGCL DHALIGAON,783385.0,2.0,"18,62,323",Everlite Engineering Industries,"1,413,994",Rejected-Technical,15-Oct-2023,Assam Electricity Grid Corporation Ltd||CGM (T and T),"The tender is for the supply and delivery of lightning arresters for various grid substations under the Bongaigaon Transmission and Transformation (T&T) Circle of the Assam Electricity Grid Corporation Ltd. (AEGCL). The tender does not mention any flood-related works, infrastructure, or emergency response. The keywords and description indicate this is a regular procurement of electrical equipment for grid maintenance and operations, rather than a flood-specific project. There are no temporal factors or geographic references suggesting this is a flood-related tender. The department involved is the AEGCL, which is a power transmission utility, not a flood management agency.",Non-Flood,success,
2022_APDCL_27794_1,APDCL/CGM(PPD)/PTR/NIT 22/3,Supply of 5MVA and 10 MVA PTR as per relevant IS IEC standard under SOPD 2022 23 scheme,Supply of 5MVA and 10 MVA PTR as per relevant IS IEC standard under SOPD 2022 23 scheme,Goods,Open Tender,Supply,Electrical Work/ Equipment,No,No,NA ,17-Nov-2022 09:00 AM,21-Nov-2022 03:00 PM ,180.0,No ,No,Online,15-Dec-2022 03:00 PM,Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL,across APDCL,781001.0,2.0,,Tesla Transformers (India) Ltd,"45,034,700",Rejected-Technical,23-Aug-2024,Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL,"The tender is for the supply of power transformers (5MVA and 10MVA PTR) as per relevant IS/IEC standards under the SOPD 2022-23 scheme. The tender does not mention any flood-related works, infrastructure, or emergency response. The description and department (Assam Power Distribution Company Ltd) indicate this is a regular power infrastructure procurement project, not specifically related to flood protection or mitigation. There are no flood-related keywords or temporal factors suggesting this is a pre-monsoon or post-flood restoration work.",Non-Flood,success,
