Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2023_NHM_31528_21,NHM-32042/6/2022-CONS-NHM,Construction of Buildingless Sub Health Centre in KACHUDARAM SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in KACHUDARAM SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,06-Jul-2023 06:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,CACHAR,788001.0,2.0,"52,03,000",VICTORIA INFRATECH,"5,193,000",Rejected-Technical,09-Jan-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31528_25,NHM-32042/6/2022-CONS-NHM,Construction of Buildingless Sub Health Centre in LATIMARA I SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in LATIMARA I SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,06-Jul-2023 06:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,CACHAR,788001.0,2.0,"52,03,000",Atikur Rahman Laskar,"4,786,760",Rejected-Technical,04-Jan-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31528_26,NHM-32042/6/2022-CONS-NHM,Construction of Buildingless Sub Health Centre in GOBINDAPUR SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in GOBINDAPUR SC in CACHAR District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,06-Jul-2023 06:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,CACHAR,788001.0,2.0,"52,03,000",BARAK ENTERPRISE,"4,682,700",Rejected-AOC,09-Jan-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31528_3,NHM-32042/6/2022-CONS-NHM,Construction of Buildingless Sub Health Centre in Kahiguri Barapujia SC in Nagaon District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Kahiguri Barapujia SC in Nagaon District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,06-Jul-2023 06:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,NAGAON,782001.0,2.0,"52,03,000",Bidyut Jyoti Khand,,Rejected-Technical,,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31528_32,NHM-32042/6/2022-CONS-NHM,Construction of Buildingless Sub Health Centre in GAREMARI SC in BARPETA District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in GAREMARI SC in BARPETA District under PM ABHIM for the FY 2022 23 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,06-Jul-2023 06:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,BARPETA,781301.0,2.0,"52,03,000",Bijan Kumar Das,,Accepted-AOC,,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31578_11,NHM-32042/6/2022-NHM-COST,Construction of Buildingless Sub Health Centre in ALGAPUR III SC in HAILAKANDI District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in ALGAPUR III SC in HAILAKANDI District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,08-Jul-2023 09:00 AM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,HAILAKANDI,788151.0,2.0,"52,03,000",SKYLINE ENTERPRISE,"4,682,700",Rejected-Finance,25-Jan-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31578_17,NHM-32042/6/2022-NHM-COST,Construction of Buildingless Sub Health Centre in Lezaihula SC in Tinsukia District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Lezaihula SC in Tinsukia District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,08-Jul-2023 03:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,tinsukia,786126.0,2.0,"52,03,000",RAJIB BORUAH,"4,422,550",Rejected-Finance,09-Jan-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31578_21,NHM-32042/6/2022-NHM-COST,Construction of Buildingless Sub Health Centre in Kachudaram 12 No Basti SC in Cachar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Kachudaram 12 No Basti SC in Cachar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,08-Jul-2023 03:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,CACHAR,788112.0,2.0,"52,03,000",VICTORIA INFRATECH,"5,193,000",Rejected-Technical,09-Jan-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31578_25,NHM-32042/6/2022-NHM-COST,Construction of Buildingless Sub Health Centre in Gossainagar SC in Cachar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Gossainagar SC in Cachar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,08-Jul-2023 03:00 PM,NA ,180.0,No ,No,Online,25-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,CACHAR,788112.0,2.0,"52,03,000",SRI RANJIT DAS,"4,942,850",Rejected-Technical,25-Jan-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31594_10,NHM-32023/469/2023-CONS-NHM/94,Construction of Buildingless Sub Health Centre in Gagalmari SC in Barpeta District for FY 2021 22 under PM ABHIM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Gagalmari SC in Barpeta District for FY 2021 22 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,10-Jul-2023 03:00 PM,NA ,180.0,No ,No,Online,29-Jul-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Barpeta,781301.0,2.0,"52,03,000",M/S P.N. ASSOCIATES,"5,197,000",Rejected-Finance,25-Jan-2024,National Health Mission||State Programme Management Unit - NHM
