Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2021_FCS_21846_1,DJS.11/2021/5,Transportation of Rice under NFSA Dhemaji district,Carrying / loading / unloading of allotted foodgrains under NFSA in two tier system,Works,Open Tender,Supply,Miscellaneous Works,No,No,NA ,11-Jun-2021 06:00 PM,NA ,21.0,No ,No,Offline,09-Jul-2021 02:30 PM,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Dhemaji,Dhemaji district,787057.0,2.0,"1,00,00,000",Nip Konwar,115.1,Rejected-Technical,22-Aug-2024,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Dhemaji
2021_FCS_22191_1,DS. 72/2021/18 dated 19-07-2021,E-tender for the allotment of Salt (under Zonal quota) detailed hereunder for the pperiod of 2021-22,E-tender for the allotment of Salt (under Zonal quota) detailed hereunder for the period of 2021-22.,Goods,Open Tender,EOI,Food Products,No,No,NA ,19-Jul-2021 12:00 PM,28-Jul-2021 12:00 PM ,365.0,No ,No,Offline,10-Sep-2021 12:00 PM,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs,Assam,781005.0,1.0,,Sri Narayani Salt Trade,0.0,Accepted-AOC,19-Aug-2024,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs
2021_FCS_22631_1,GSM.47/2017/ETDS/179 dated 30-06-2021,Transporation of food grains i.e. NFSA rice under Golaghat District for the year 2021-22,Transporation of food grains i.e. handling and Transport Contractor and Fixation of Rate i.e. NFSA rice under Golaghat District for the year 2021-22,Goods,Open Tender,Supply,Miscellaneous Goods,No,No,NA ,19-Aug-2021 05:45 PM,NA ,365.0,No ,No,Offline,10-Sep-2021 12:00 PM,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Golaghat,"O/o the Deputy Commissioner, Golaghat",785621.0,2.0,,M/s Vivek Transport Agency,"40,000,000",Accepted-AOC,21-Aug-2024,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Golaghat
2021_HFWD_23534_1,"DME/NSurgery/90/ 2020/Pt/20875, Dated 20-11-2021",Supply and Installation of equipment related to Neurosurgery Department,Supply and Installation of equipment related to Neurosurgery Department for all Medical College Hospitals of Assam,Goods,Open Tender,Item Rate,Medical Equipments/Waste,No,No,NA ,01-Dec-2021 04:00 PM,17-Dec-2021 11:00 AM ,365.0,No ,No,Online,10-Jan-2022 05:00 PM,Health and Family Welfare Department||Directorate of Medical Education-HFWD,Medical College Hospitals of Assam,781022.0,2.0,,M/s Bhola Drugs and Surgicals,"5,443,200",Not Admitted-Finance,11-Oct-2022,Health and Family Welfare Department||Directorate of Medical Education-HFWD
2021_TDEP_22279_1,IN-IWT-242294-CS-QCBS,Hiring of Safeguards Consultant for Environmental and Social Assessment Studies for Assam Inland Water Transport Project Phase II,Hiring of Safeguards Consultant for Environmental and Social Assessment Studies for Assam Inland Water Transport Project Phase II,Services,Open Tender,Lump-sum,Consultancy,No,No,NA ,27-Jul-2021 06:40 PM,06-Aug-2021 01:00 PM ,120.0,No ,No,Not Applicable,02-Sep-2021 04:00 PM,Transport Department- Externally Funded Projects||Assam Inland Water Transport Development Society- World Bank Tenders,Guwahati,781007.0,2.0,,WAPCOS Ltd.,"33,087,200",Rejected-Technical,28-Aug-2024,Transport Department- Externally Funded Projects||Assam Inland Water Transport Development Society- World Bank Tenders
2021_TDEP_22972_1,IN-IWT-245194-GO-RFQ,"Supply of AIS 140 GPS devices includes GPS device cost, installation cost, 3 years warranty with software license fees per user per year and SIM card with 4G data package for IWT ferry vessels","Supply of AIS 140 GPS devices includes GPS device cost, installation cost, 3 years warranty with software license fees per user per year and SIM card with 4G data package for IWT ferry vessels",Goods,Open Tender,Supply,Electronics Equipment,No,No,NA ,18-Sep-2021 11:30 AM,24-Sep-2021 01:00 PM ,90.0,No ,No,Not Applicable,25-Oct-2021 04:00 PM,Transport Department- Externally Funded Projects||Assam Inland Water Transport Development Society- World Bank Tenders,On board of Inland Vessels of IWT Assam,781007.0,1.0,"9,47,600",M/s VENERA SOFTWARE PRIVATE LIMITED,"721,000",Rejected-Finance,28-Aug-2024,Transport Department- Externally Funded Projects||Assam Inland Water Transport Development Society- World Bank Tenders
2022_AEGCL_24731_1,AEGCL/DGM/UATTC/ OandM/T-31/BUS-II/2022/2003,Augmentation of 33kV Bus-II at Nazira GSS,Augmentation of 33kV Bus-II at Nazira GSS,Works,Open Tender,Works,Electrical Works,No,No,NA ,15-Mar-2022 04:00 PM,NA ,180.0,No ,No,Offline,13-Apr-2022 02:30 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),132kV GSS Nazira AEGCL,786685.0,2.0,"30,17,074",Naruttam Changmai,"3,288,314.26",Rejected-AOC,23-May-2022,Assam Electricity Grid Corporation Ltd||CGM (T and T)
2022_AEGCL_24732_1,AEGCL/DGM/UATTC/ OandM/T-31/BUS-III/2022/2004,Augmentation of 33kV Bus-III at Nazira GSS,Augmentation of 33kV Bus-III at Nazira GSS,Works,Open Tender,Works,Electrical Works,No,No,NA ,15-Mar-2022 04:00 PM,NA ,180.0,No ,No,Offline,13-Apr-2022 02:30 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),132kV GSS Nazira AEGCL,785685.0,2.0,"42,47,192",Naruttam Changmai,"4,628,809.6",Rejected-AOC,23-May-2022,Assam Electricity Grid Corporation Ltd||CGM (T and T)
2022_AEGCL_28337_1,AEGCL/DGM/BONG/T-1/2022/110,Supply and delivery of 132kV and 33kV Lightning Arresters for GSS under Bongaigaon TT Circle AEGCL,SUPPLY OF LIGHTNING ARRESTERS (132KV and 33KV) IN VARIOUS GSS UNDER BONGAIGAON Tand T CIRCLE,Goods,Open Tender,Supply,Supply of Materials,No,No,NA ,21-Dec-2022 12:00 PM,NA ,180.0,No ,No,Online,31-Jan-2023 12:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),DGM OFFICE AEGCL DHALIGAON,783385.0,2.0,"18,62,323",Everlite Engineering Industries,"1,413,994",Rejected-Technical,15-Oct-2023,Assam Electricity Grid Corporation Ltd||CGM (T and T)
2022_APDCL_27794_1,APDCL/CGM(PPD)/PTR/NIT 22/3,Supply of 5MVA and 10 MVA PTR as per relevant IS IEC standard under SOPD 2022 23 scheme,Supply of 5MVA and 10 MVA PTR as per relevant IS IEC standard under SOPD 2022 23 scheme,Goods,Open Tender,Supply,Electrical Work/ Equipment,No,No,NA ,17-Nov-2022 09:00 AM,21-Nov-2022 03:00 PM ,180.0,No ,No,Online,15-Dec-2022 03:00 PM,Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL,across APDCL,781001.0,2.0,,Tesla Transformers (India) Ltd,"45,034,700",Rejected-Technical,23-Aug-2024,Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL
2022_DEE_28097_1,EE(Plan)/e-Office/185/2021/317,"Supply of Desktop, Laptop, Multi Function Printer and Line Interactive UPS","Supply of Desktop, Laptop, Multi Function Printer and Line Interactive UPS",Goods,Open Tender,Item Wise,Miscellaneous Goods,No,No,NA ,08-Dec-2022 02:00 PM,12-Dec-2022 11:00 AM ,365.0,No ,No,Online,09-Jan-2023 02:00 PM,Elementary Education Department||Directorate of Elementary Education,KAHILIPARA,781019.0,2.0,,Computer World Services,"1,323,783",Accepted-AOC,21-Aug-2024,Elementary Education Department||Directorate of Elementary Education
2022_FCS_25775_1,47/2017/ET DS/VOL-II/8-9 dated 10-05-2022,Handling and Transport Contractor and Fixation of Rate of food grains i.e. Rice under NFSA 2013 in respect of Golaghat District for the year 2022-23,Handling and Transport Contractor and Fixation of Rate of food grains i.e. Rice under NFSA 2013 in respect of Golaghat District for the year 2022-23,Goods,Open Tender,Supply,Miscellaneous Goods,No,No,NA ,30-May-2022 02:00 PM,NA ,365.0,No ,No,Online,21-Jun-2022 01:00 PM,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Golaghat,Golaghat,785621.0,2.0,,NISHIKA ROADLINES,"40,000,000",Accepted-AOC,21-Aug-2024,Food Civil Supplies and Consumer Affairs Department||Directorate of Food Civil Supplies and Consumer Affairs||Office of the FCS and CA Golaghat
2022_NHM_28056_12,NHM-32034/33/2022-CON-NHM/363,Construction of Buildingless Sub Health Centre in Nikamul SC in Sonitpur District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Nikamul SC in Sonitpur District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,07-Dec-2022 12:00 PM,NA ,180.0,No ,No,Online,28-Dec-2022 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Sonitpur,786125.0,2.0,"52,03,000",Sri Bikash Sen Deka,"4,521,000",Rejected-Finance,28-Aug-2024,National Health Mission||State Programme Management Unit - NHM
2022_NHM_28421_103,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Nirala SC at Karimganj District for FY 2022 23 under PM ABHIM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Nirala SC at Karimganj District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,26-Dec-2022 06:55 PM,NA ,180.0,No ,No,Online,12-Jan-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Karimganj,788710.0,2.0,"52,03,000",M/S A K ENTERPRISE,"4,500,595",Rejected-Technical,03-Aug-2024,National Health Mission||State Programme Management Unit - NHM
2022_PWBNH_26698_1,SE(B)/DIB/C/S/S-04/22-23/627A,Construction of 2 two storey building Sub Divisional Library cum Sahitya Sora Bhawan at Margherita Dist Tinsukia Assam for implementation of PMKKY under District Mineral Foundation Trust,Construction of 2 two storey building Sub Divisional Library cum Sahitya Sora Bhawan at Margherita Dist Tinsukia Assam for implementation of PMKKY under District Mineral Foundation Trust,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,22-Aug-2022 12:30 PM,24-Aug-2022 11:00 AM ,180.0,No ,No,Online,30-Aug-2022 02:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Dibrugarh Building Division - PWBNH,Library cum Sahitya Sora Bhawan at Margherita Dist,786181.0,2.0,"46,29,673",M/S R B ENTERPRISE,"4,976,898",Rejected-AOC,08-Aug-2024,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Dibrugarh Building Division - PWBNH
2022_PWBNH_27106_1,SE(B)/DIB/CS-06/22-23/743-A,117 Tea Garden schools and the dev of their infr Addl infrastructure like Addl Classrooms Laboratories etc at various places of Assam 18 Nos at DIB Dist and 23 Nos at TSK Dist at Dilli TE NHK DIB Dist GrNo TG Addl-12,117 Tea Garden schools and the dev of their infr Addl infrastructure like Addl Classrooms Laboratories etc at various places of Assam 18 Nos at DIB Dist and 23 Nos at TSK Dist at Dilli TE NHK DIB Dist GrNo TG Addl-12,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,22-Sep-2022 09:00 AM,23-Sep-2022 11:00 AM ,195.0,No ,No,Online,14-Oct-2022 03:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Dibrugarh Building Division - PWBNH,Dilli TE Naharkatia Dibrugarh District,786103.0,2.0,"58,15,613",KALYAN BURAGOHAIN,"6,077,316",Accepted-AOC,08-Aug-2024,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Jorhat Circle - PWBNH||EE-Dibrugarh Building Division - PWBNH
