Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2020_APDCL_19836_1,APDCL _ CGM(PPnD)_ NIT No. 20/14,Supply and Commissioning of Sub Station Online monitoring system based on IEC 61850 compliant relays,Supply and commissioning of Sub Station Online monitoring system based on IEC 61850 compliant relays for 05 nos. of Sub Stations.,Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,30-Dec-2020 05:00 PM,05-Jan-2021 11:00 AM ,180.0,No ,No,Online,03-Feb-2021 03:00 PM,Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL,"Pathsala, Barpeta",781325.0,2.0,,ABB INDIA LIMITED,"12,548,193.75",Accepted-AOC,01-Apr-2024,Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL
2022_BoTC_26840_1,DPRD/BTC/15FC/UT/Udl-20/2022/9,DPRD/BTC/15FC/UT/Udl-20/2022/9,Const of road with CC Block from Udalguri Rowta main road to Udalguri Vaeterinary Primary Centre Connection road under 15th Finance 2021-22 under Untied grant during 2022-23,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,05-Sep-2022 10:30 AM,NA ,180.0,No ,No,Online,28-Sep-2022 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Udalguri,784509.0,2.0,"49,01,470",MINON MOCHAHARI,"4,901,478.96",Not Admitted-Fee/PreQual/Technical,18-Nov-2022,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2022_DHTS_28381_1,"APART/S-OPIU/45/22/186/1215, dt20.12.22",Construction and establishment of Vermicompost Production Unit under World Bank Project APART,Construction and establishment of Vermicompost Production Unit under World Bank Project APART in seven district of Assam,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,22-Dec-2022 05:00 PM,NA ,90.0,No ,No,Not Applicable,12-Jan-2023 02:30 PM,Department of Handloom Textile and Sericulture||Directorate of Sericulture,"Kamrup, Biswanath, Lakhimpur, Jorhat, Majuli etc",782403.0,2.0,,BULU BORUAH,"1,296,000",Accepted-AOC,08-Apr-2024,Department of Handloom Textile and Sericulture||Directorate of Sericulture
2022_IWT_27639_15,FC/222/Pt-XVII/2022-24/0866-82,LEASING OF SUNARI-PAGLABABA THAN DUDHNATH FERRY SERVICES,LEASING OUT OF I.W.T. FERRY SERVICES AT UNDER IWT DIVISION GUWAHATI FOR THE PERIOD OF 2022-2024,Services,Open Tender,Item Wise,Miscellaneous Services,No,No,NA ,07-Nov-2022 03:00 PM,NA ,90.0,No ,No,Online,28-Nov-2022 03:00 PM,Inland Water Transport||I.W.T. Division Guwahati,GUWAHATI,781007.0,2.0,"4,53,000",AKBAR ALI,"1,000,100",Accepted-AOC,03-Apr-2024,Inland Water Transport||I.W.T. Division Guwahati
2023_AAU_33922_1,7(227.50)/APART/22480-90,"Establishing a Seed Testing Laboratory in the Department of Plant Breeding and Genetics at AAU, Jorhat under the ongoing APART project","Establishing a Seed Testing Laboratory in the Department of Plant Breeding and Genetics at AAU, Jorhat under the ongoing APART project",Goods,Open Tender,Item Rate,Laboratory and scientific equipment,No,No,NA ,13-Nov-2023 04:00 PM,28-Nov-2023 11:00 AM ,90.0,No ,No,Online,13-Dec-2023 03:30 PM,Assam Agricultural University||Directorate of Research (Agri.),"Directorate of Research (Agri.), AAU, Jorhat",785013.0,2.0,,biomole india,"6,445,420",Rejected-Technical,04-Apr-2024,Assam Agricultural University||Directorate of Research (Agri.)
2023_AEGCL_31527_1,BusCouplerBay/Dhemaji/2023/BID,"Turnkey Construction of a 132kV Bus Coupler Bay at 132KV GSS,AEGCL, Dhemaji","Turnkey Construction of a 132kV Bus Coupler Bay at 132KV GSS,AEGCL, Dhemaji",Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,07-Jul-2023 12:00 PM,NA ,180.0,No ,No,Online,31-Aug-2023 02:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),"132kV Grid substation, AEGCL, Dhemaji",787057.0,2.0,"38,09,783",Jayanta Khaund,"3,618,503",Rejected-Technical,26-Apr-2024,Assam Electricity Grid Corporation Ltd||CGM (T and T)
2023_BoTC_31453_1,DA/BTC/K/e-Tender/2023-24/02,Supply of Dragon Fruit Cuttings (Planting Material) with Concrete post against Cultivation of High Value Crop (Dragon Fruit) under RKVY-RAFTAAR for the year 2023-24.,Supply of Dragon Fruit Cuttings (Planting Material) with Concrete post against Cultivation of High Value Crop (Dragon Fruit) under RKVY-RAFTAAR for the year 2023-24.,Goods,Open Tender,Supply,Crop Products,No,No,NA ,03-Jul-2023 10:00 AM,NA ,90.0,No ,No,Online,17-Jul-2023 03:00 PM,Bodoland Territorial Council||Agriculture-BTC,"O/o Director of Agriculture, BTC, Kokrajhar",783370.0,2.0,"2,51,93,100",M/S. R.N.B. ENTERPRISE,"25,193,100",Rejected-Finance,22-Aug-2023,Bodoland Territorial Council||Agriculture-BTC
2023_BoTC_31825_1,DPRD/BTC/15FC/UT-109/2023/13,Imp of road with Earth filling and sand gravelling from Molamdubi Sailo Bihari land to Sumorendro Brahma Land 1 Nos RCC Box Culvert under 15th FC for the Financial year 2022-23.,DPRD/BTC/15FC/Untied-109/2023/13,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,28-Jul-2023 10:30 AM,NA ,180.0,No ,No,Online,19-Aug-2023 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Rupshi,783331.0,2.0,"19,82,456",THUNGRI KHAKLARY,"1,982,388.2",Rejected-AOC,26-Sep-2023,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2023_BoTC_33083_1,DPRD/BTC/(6th ASFC)-160/2023/13,Const of road with CC Block at Naodrabil Village under 6th ASFC for the year 2020-21 during 2023-24.,DPRD/BTC/(6th ASFC)-160/2023/13,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,16-Oct-2023 10:30 AM,NA ,180.0,No ,No,Online,08-Nov-2023 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Dotma,783347.0,2.0,"89,11,762",Sri Manoj Narzary,"8,911,762.32",Not Admitted-Fee/PreQual/Technical,02-Jan-2024,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2023_BoTC_33291_1,DHS/BTC/E-TENDER/2023-24/10,DHS/BTC/E-TENDER/2023-24/10,Procurement of Hospital Furniture and NVBDCP related materials to be consumed by different Health Institutions in BTR for F.Y. 2023-24 under SOPD Fund,Goods,Open Tender,Supply,Medical Equipments/Waste,No,No,NA ,27-Oct-2023 10:00 AM,NA ,90.0,No ,No,Online,18-Nov-2023 01:00 PM,Bodoland Territorial Council||Health and Family Welfare-BTC,Kokrajhar,783370.0,2.0,"52,23,500",Ramendra Ch Sarkar,"5,223,500",Rejected-Finance,30-Nov-2023,Bodoland Territorial Council||Health and Family Welfare-BTC
