Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2022_APDCL_25890_1,CGM_D/APDCL/Civil Hospital/Bongaigaon/2022 23/T_69,Construction of 11 kV spur line from 33/11 kV Birjhora Control Room to Bongaigaon Court for erection of dedicated Civil Hospital cum Judicial feeder from Betbari feeder under Bongaigaon ESD I.,Construction of 11 kV spur line from 33/11 kV Birjhora Control Room to Bongaigaon Court for erection of dedicated Civil Hospital cum Judicial feeder from Betbari feeder under Bongaigaon ESD I.,Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,07-Jun-2022 06:00 PM,10-Jun-2022 12:00 PM ,90.0,No ,No,Online,23-Jun-2022 02:00 PM,Assam Power Distribution Company Ltd||CGM(D) Lower Assam Region - APDCL,Bongaigaon,781001.0,2.0,,EXPERT ELECTRICALS,"6,900,242.39",Accepted-AOC,12-Nov-2024,Assam Power Distribution Company Ltd||CGM(D) Lower Assam Region - APDCL
2022_ICD_25528_1,APL/CnP/FnA/2022-23/038,Insurance of various Policies of Assam Petrochemicals Limited,Insurance of various policies of Assam Petrochemicals Limited for the period of 01-06-2022 to 31-05-2023,Services,Limited,Item Rate,Miscellaneous Services,No,No,NA ,13-May-2022 11:00 AM,NA ,180.0,No ,No,Online,20-May-2022 03:00 PM,Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,APL Namrup,786623.0,2.0,"30,16,603",THE NEW INDIA ASSURANCE CO. LTD.,"2,535,160",Rejected-Finance,14-Nov-2024,Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department
2023_AEGCL_33099_1,AEGCL/DGM(C)/2023-24/01,"1.Replacement of water supply service pipeline with new pipes (CPVC)alongwith some bibcock 2.Construction of 9No.s of staging alongwith supplying,fitting and fixing of 34Nos of HDPE Over Head water tank for Assam type Quarter, ASEB Colony,Kahilipara","1.Replacement of water supply service pipeline with new pipes (CPVC)alongwith some bibcock 2.Construction of 9No.s of staging alongwith supplying,fitting and fixing of 34Nos of HDPE Over Head water tank for Assam type Quarter, ASEB Colony,Kahilipara",Works,Open Tender,Works,Civil Works,No,No,NA ,18-Oct-2023 02:00 PM,NA ,180.0,No ,No,Online,08-Nov-2023 03:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),"ASEB Colony, Kahilipara, Guwahati-19",781019.0,2.0,"26,22,372",R. A. ASSOCIATES,"2,470,264",Rejected-AOC,14-Nov-2024,Assam Electricity Grid Corporation Ltd||CGM (T and T)
2023_AEGCL_34355_1,AEGCL/MD/DGM(S)/Sishugram/BID,Civil Works for Construction of 33 kV Dedicated feeder bay at 132 kV Sishugram GSS AEGCL North Guwahati for JICA Water Supply Project,Civil Works for Construction of 33 kV Dedicated feeder bay at 132 kV Sishugram GSS AEGCL North Guwahati for JICA Water Supply Project,Works,Open Tender,Works,Civil Works,No,No,NA ,04-Dec-2023 12:00 PM,NA ,180.0,No ,No,Online,02-Jan-2024 02:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),"132KV Sishugram GSS, AEGCL, North Guwahati",781031.0,2.0,"1,34,52,880",CHAND MOHAMMAD ALI,"10,414,907",Accepted-AOC,11-Nov-2024,Assam Electricity Grid Corporation Ltd||CGM (T and T)
2023_BoTC_31845_1,DPRD/BTC/15FC/Baksa-19/2023/21,Improv of road with heavy EF and SG at Narayanpur village Aliguri Jakhaikhona Road including 2 nos Slab Culvert Approx 1 Km under 15th Finance Commission for the year 2022-23,DPRD/BTC/15FC/Baksa-19/2023/21,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,29-Jul-2023 10:30 AM,NA ,180.0,No ,No,Online,19-Aug-2023 03:00 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Baksa,781313.0,2.0,"24,28,513",KHANIN DAS,"2,428,513",Rejected-AOC,06-Oct-2023,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2023_BoTC_34718_1,DPRD/BTC/(SOPD)Udl-06/2023/08,Const of Road widening EF and SG from Barbari Pathar LP School to Adivasi village of Barmukuli with 2 slab culvert under SOPD Fund for the financial year 2022-23.,DPRD/BTC/(SOPD)Udl-06/2023/08,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,15-Dec-2023 10:45 AM,NA ,180.0,No ,No,Online,06-Jan-2024 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Udalguri,784509.0,2.0,"26,52,735",ALMA BASUMATARY,"2,652,695.67",Accepted-AOC,08-Feb-2024,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2023_BoTC_34719_1,DPRD/BTC/(15th FC)UT(IV)/Udl-19/2023/09,Const of CC Block road at Swrang Hadwt village from the end of CC Block road to Ghagra-Santipur Pucca road under 15th FC Fund for the financial year 2023-24.,DPRD/BTC/(15th FC)UT(IV)/Udl-19/2023/09,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,15-Dec-2023 11:10 AM,NA ,180.0,No ,No,Online,06-Jan-2024 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Udalguri,784509.0,2.0,"57,43,137",ALMA BASUMATARY,"5,743,096.76",Accepted-AOC,08-Feb-2024,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2023_DU_31003_1,DU/NIT-2023/File-VII/185 dated 29.05.2023,"Supply, installation and commissioning of Storage Server and Networking at Dibrugarh University","Supply, installation and commissioning of Storage Server and Networking at Dibrugarh University",Goods,Open Tender,Item Rate,Electronics Equipment,No,No,NA ,30-May-2023 09:30 AM,NA ,180.0,No ,No,Online,20-Jun-2023 02:30 PM,Dibrugarh University,Dibrugarh University,786004.0,2.0,,BMG Informatics Pvt Ltd,"1,558,400",Rejected-AOC,08-Nov-2024,Dibrugarh University
2023_ED_34374_1,DXL-3/2023,"GRANT OF IMFL OFF SHOP LICENCE AT KOIMARI, DIST. DHUBRI (FOR THE SHOP NO. DHU 2)","GRANT OF IMFL OFF SHOP LICENCE AT KOIMARI, DIST. DHUBRI (FOR THE SHOP NO. DHU 2)",Services,Open Tender,Item Wise,Miscellaneous Services,No,No,NA ,07-Dec-2023 09:30 AM,21-Dec-2023 02:00 PM ,180.0,No ,No,Online,10-Jan-2024 02:00 PM,Excise Department||Commissioner of Excise - ED||O/o SE-Dhubri - ED,"KOIMARI, DIST. DHUBRI",783335.0,2.0,,CHANDANA ROY,"1,001,999",Accepted-AOC,23-Oct-2024,Excise Department||Commissioner of Excise - ED||O/o SE-Dhubri - ED
2023_ED_34376_1,DXL-3/2023,"GRANT OF IMFL OFF SHOP LICENCE AT CHOTOGUMA, DIST. DHUBRI (FOR THE SHOP NO. DHU 3)","GRANT OF IMFL OFF SHOP LICENCE AT CHOTOGUMA, DIST. DHUBRI (FOR THE SHOP NO. DHU 3)",Services,Open Tender,Item Wise,Miscellaneous Services,No,No,NA ,07-Dec-2023 09:30 AM,21-Dec-2023 02:00 PM ,180.0,No ,No,Online,10-Jan-2024 02:00 PM,Excise Department||Commissioner of Excise - ED||O/o SE-Dhubri - ED,"CHOTOGUMA,DIST. DHUBRI",783335.0,2.0,,Niranjan Kumar Ray,"3,151,051",Rejected-Technical,22-Jul-2024,Excise Department||Commissioner of Excise - ED||O/o SE-Dhubri - ED
2023_ED_34382_1,DXL-3/2023,"GRANT OF IMFL OFF SHOP LICENCE AT GOLAKGANJ, DIST. DHUBRI (FOR THE SHOP NO. DHU 7)","GRANT OF IMFL OFF SHOP LICENCE AT GOLAKGANJ, DIST. DHUBRI (FOR THE SHOP NO. DHU 7)",Services,Open Tender,Item Wise,Miscellaneous Services,No,No,NA ,07-Dec-2023 09:30 AM,21-Dec-2023 02:00 PM ,180.0,No ,No,Online,10-Jan-2024 02:00 PM,Excise Department||Commissioner of Excise - ED||O/o SE-Dhubri - ED,"GOLAKGANJ, DIST. DHUBRI",783334.0,2.0,,SUSHMITA MEDHI,"4,899,999",Rejected-AOC,28-Oct-2024,Excise Department||Commissioner of Excise - ED||O/o SE-Dhubri - ED
