Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2021_ICD_23560_1,SYS/CCTV/67/15/III/24,SUPPLY INSTALLATION AND COMMISSIONING OF CCTV SURVEILLANCE SYSTEM,SUPPLY INSTALLATION AND COMMISSIONING OF CCTV SURVEILLANCE SYSTEM,Works,Open Tender,Works,Network /Communication Equipments,No,No,NA ,03-Dec-2021 11:00 AM,NA ,180.0,No ,No,Online,22-Dec-2021 02:30 PM,Industries and Commerce Department||Assam Gas Company Ltd - ICD,All Places having AGCL Offices,786602.0,2.0,,Wizertech Informatics Pvt. Ltd.,"1,582,560",Rejected-Finance,23-May-2024,Industries and Commerce Department||Assam Gas Company Ltd - ICD
2022_IWT_27640_1,FC/222/Pt-XvIl/2022-24/ 10 849- 65,"LEASING OUT OF DAUKUCHI BHAKRADIA RANGESWARI PIJUPARA FERRY SERVICE, GUWAHATI",LEASING OUT OF I.W.T. FERRY SERVICES UNDER IWT DIVISION GUWAHATI FOR THE PERIOD OF 2022-2024,Services,Open Tender,Item Wise,Miscellaneous Services,No,No,NA ,07-Nov-2022 06:00 PM,NA ,90.0,No ,No,Online,28-Nov-2022 03:00 PM,Inland Water Transport||I.W.T. Division Guwahati,Guwahati,781007.0,2.0,"5,05,625",ROFIQUL ISLAM,"5,000,500",Rejected-Finance,04-May-2024,Inland Water Transport||I.W.T. Division Guwahati
2022_NHM_28056_55,NHM-32034/33/2022-CON-NHM/363,Construction of Buildingless Sub Health Centre in GUDHABIL SC in Sivasagar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in GUDHABIL SC in Sivasagar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,07-Dec-2022 06:00 PM,NA ,180.0,No ,No,Online,05-Jan-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Sivasagar,785640.0,2.0,"52,03,000",M/S J AND P ENTERPRISE,"5,203,000",Rejected-Technical,06-May-2024,National Health Mission||State Programme Management Unit - NHM
2022_NHM_28421_132,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Sagalmoa at Karimganj District for FY 2022 23 under PM ABHIM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Sagalmoa at Karimganj District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,27-Dec-2022 06:55 PM,NA ,180.0,No ,No,Online,20-Jan-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Karimganj,788710.0,2.0,"52,03,000",SAMSUL HOQUE CHOUDHURY,"4,838,790",Not Admitted-Fee/PreQual/Technical,06-May-2024,National Health Mission||State Programme Management Unit - NHM
2022_NHM_28421_140,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Patacharkuchi SC at Barpeta District for FY 2022 23 under PM ABHIM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Patacharkuchi SC at Barpeta District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,27-Dec-2022 06:55 PM,NA ,180.0,No ,No,Online,02-Feb-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Barpeta,781301.0,2.0,"52,03,000",Sri Uday Baishya,"4,682,700",Not Admitted-Fee/PreQual/Technical,02-May-2024,National Health Mission||State Programme Management Unit - NHM
2022_NHM_28421_93,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Peladahar SC at Cachar District for FY 2022 23 under PM ABHIM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Peladahar SC at Cachar District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,26-Dec-2022 06:55 PM,NA ,180.0,No ,No,Online,20-Jan-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Cachar,788030.0,2.0,"52,03,000",Sayar Ali Laskar,"4,344,505",Rejected-Finance,02-May-2024,National Health Mission||State Programme Management Unit - NHM
2022_NHM_28534_116,NHM-32023/11/2022-CONS-NHM/88,Construction of Buildingless Sub Health Centre at Tarakandi SC in Barpeta District for FY 2021 22 under PM ABHIM on Turnkey basis,Construction of Buildingless Sub Health Centre at Tarakandi SC in Barpeta District for FY 2021 22 under PM ABHIM on Turnkey basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,03-Jan-2023 06:55 PM,NA ,180.0,No ,No,Online,20-Jan-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Barpeta,781301.0,2.0,"52,03,000",M/s Macrocosm Builders,"4,624,947",Rejected-Technical,16-May-2024,National Health Mission||State Programme Management Unit - NHM
2022_NHM_28534_38,NHM-32023/11/2022-CONS-NHM/88,Construction of Buildingless Sub Health Centre at Bargaon SC in Kamrup R District for FY 2021 22 under PM ABHIM on Turnkey basis,Construction of Buildingless Sub Health Centre at Bargaon SC in Kamrup R District for FY 2021 22 under PM ABHIM on Turnkey basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,30-Dec-2022 06:55 PM,NA ,180.0,No ,No,Online,20-Jan-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Kamrup R,781031.0,2.0,"52,03,000",M/S BHAI BHAI ENTERPRISE,"4,812,775",Not Admitted-Fee/PreQual/Technical,02-May-2024,National Health Mission||State Programme Management Unit - NHM
2022_PHED_28231_1,JJMA_16_PROC_2022_22053_58,Design and development of JJM information management system under JJM Assam,Design development deployment and maintenance of Jal Jeevan Mission information management system under JJM Assam,Services,Open Tender,EOI,Consultancy,No,No,NA ,16-Dec-2022 02:00 PM,NA ,90.0,No ,No,Not Applicable,31-Dec-2022 03:00 PM,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED,Guwahati,781036.0,1.0,0.0,TOSHANI TECHNOLOGIES PVT. LTD.,1.0,Rejected-Technical,15-May-2024,Public Health Engineering Department||Chief Engineer PHE(P)-Assam-PHED||Lower Assam Zone-Guwahati-PHED||Guwahati Circle-Guwahati-PHED
2022_PWD_25392_3,CE/NEC/NESIDS/2021-22/01/8,Sonitpur_NESIDS_2021-22_01,"Improvement and Upgradation of Jamuguri to Nagsankar Mandir connected Road (Ch.0.00km to Ch.12.50km) in Sonitpur District, Assam under NESIDS for the year 2021-22",Works,Open Tender,Turn-key,Civil Works,No,No,NA ,04-May-2022 04:00 PM,19-May-2022 12:00 PM ,180.0,No ,No,Online,25-May-2022 02:00 PM,Public Works Roads Department,Sonitpur,781003.0,2.0,"23,42,68,184",Sri Babul Nath,"234,244,757",Rejected-AOC,18-May-2024,Public Works Roads Department
2023_AAU_34147_1,AAU/DPJ/102/2023-24,"Construction of G plus 2 staff quarters at ZRS, NLP under AAU, Jorhat","Construction of G plus 2 RCC structure including civil, plumbing and electrical works",Works,Open Tender,Percentage,Civil Works - Building,No,No,NA ,23-Nov-2023 10:00 AM,02-Dec-2023 11:30 AM ,180.0,No ,No,Online,13-Dec-2023 03:00 PM,Assam Agricultural University||Directorate of Physical Plants,"At ZRS, North Lakhimpur",787001.0,2.0,"1,97,03,049",Kaustav Saikia,"17,143,623",Accepted-AOC,06-May-2024,Assam Agricultural University||Directorate of Physical Plants
2023_AEGCL_34354_1,AEGCL/DGM/UATTC/OM/2022/1744,Construction/ renovation of Civil works under Nazira Division,"1.Renovation of Type 3 residential qtr, Nazira, 2.Const. of RCC slow sand filter,LTPS,3.Instal of Deep Tube Well for CRB ,LTPS,4.Repairing of the Officer Hostel,Betbari,5.Repairing painting of the Officer Hostel, 6.Repairing of Type V qtr,Nazira",Works,Open Tender,Works,Civil Works,No,No,NA ,04-Dec-2023 12:00 PM,NA ,180.0,No ,No,Online,26-Dec-2023 02:30 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),"Nazira GSS, LTPS GSS, Betbari GSS (AEGCL)",785685.0,2.0,"26,76,877",PARASH DEVELOPERS,"2,141,758",Rejected-Technical,04-May-2024,Assam Electricity Grid Corporation Ltd||CGM (T and T)
2023_AEGCL_35105_1,AEGCL/MD/IT/SDWAN,"Development, Installation, Customization and Deployment of advance firewalls having next generation features in all offices and GSS with modernization of WAN interconnectivity of AEGCL","Development, Installation, Customization and Deployment of advance firewalls having next generation features in all offices and GSS with modernization of WAN interconnectivity of AEGCL",Services,Open Tender,Works,Information Technology,No,No,NA ,30-Dec-2023 06:00 PM,NA ,180.0,No ,No,Online,09-Jan-2024 02:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),VARIOUS LOCATIONS OF ASSAM,781001.0,2.0,,Trans Virtual Pvt Ltd,"42,900,000",Rejected-Technical,13-May-2024,Assam Electricity Grid Corporation Ltd||CGM (T and T)
2023_AEGEF_34617_1,AEGCL/MD/AIIB/PACKAGE-G(R),Construction of 400kV GIS at Rangia (Kumarikata) along with the associated Transmission Lines with bay extension,AEGCL/MD/AIIB/PACKAGE-G(R)/2023,Works,Open Tender,Turn-key,Power/Energy Projects/Products,Yes,No,NA ,12-Dec-2023 09:00 AM,NA ,180.0,No ,No,Online,17-Jan-2024 03:00 PM,Assam Electricity Grid Corporation Ltd. - Externally Funded Projects||Project Planning and Development- PPnD,TAMULPUR,781367.0,2.0,,Shyama Power India Limited,"8,456,537,533",Rejected-Technical,13-May-2024,Assam Electricity Grid Corporation Ltd. - Externally Funded Projects||Project Planning and Development- PPnD
2023_APGCL_34761_1,APGCL CGM NRE 2023 24 KLM II HPP 26 03,Geo Technical Investigation of 24 MW Karbi Langpi Middle II,Geo Technical Investigation through exploratory drilling and Geophysical Survey ERT SRT at various project locations of 24 MW Karbi Langpi Middle II Hydro Power Project West Karbi Anglong Assam,Works,Open Tender,Tender cum Auction,Civil Works,No,No,NA ,16-Dec-2023 06:00 PM,NA ,180.0,No ,No,Online,05-Jan-2024 02:00 PM,Assam Power Generation Company Limited,Morianto Village West Karbi Anglong,782450.0,2.0,,ARK GEO DRILL ENTERPRISE,"6,883,530",Accepted-AOC,21-Mar-2024,Assam Power Generation Company Limited
2023_BoTC_33862_1,BTC/TRN/03/2023-24 - 01,Construction of AC Luxury Bus on the New TATA 12 M Chaises Diesel Chaises for Bodoland Transport Services for the year 2023-24,Construction of AC Luxury Bus on the New TATA 12 M Chaises Diesel Chaises for Bodoland Transport Services for the year 2023-24,Goods,Open Tender,Supply,Vehicles/Vehicle Spares,No,No,NA ,10-Nov-2023 05:00 PM,NA ,180.0,No ,No,Online,30-Nov-2023 03:30 PM,Bodoland Territorial Council||Transport-BTC,Kokrajhar,783370.0,2.0,"45,98,000",prakash body construction company,"4,596,000",Rejected-Finance,29-May-2024,Bodoland Territorial Council||Transport-BTC
2023_BoTC_33865_1,BTC/TRN/03/2023-24 - 02,Procurement of Accessories for new AC Luxury Bus Chaises for Bodoland Transport Services for the year 2023-24,Procurement of Accessories for new AC Luxury Bus Chaises for Bodoland Transport Services for the year 2023-24,Goods,Open Tender,Supply,Vehicles/Vehicle Spares,No,No,NA ,10-Nov-2023 05:00 PM,NA ,180.0,No ,No,Online,30-Nov-2023 03:30 PM,Bodoland Territorial Council||Transport-BTC,Kokrajhar,783370.0,2.0,"36,68,000",Yash global reach,"3,666,000",Rejected-Finance,29-May-2024,Bodoland Territorial Council||Transport-BTC
2023_BoTC_34017_1,BTC/TRN/04/2023-24 - 01,Construction of Non AC Luxury Bus on the New TATA LPO 8.6/44 Chaises Diesel Chaises for Bodoland Transport Services for the year 2023-24,Construction of Non AC Luxury Bus on the New TATA LPO 8.6/44 Chaises Diesel Chaises for Bodoland Transport Services for the year 2023-24,Works,Open Tender,Works,Miscellaneous Works,No,No,NA ,17-Nov-2023 05:00 PM,NA ,180.0,No ,No,Online,07-Dec-2023 03:30 PM,Bodoland Territorial Council||Transport-BTC,KOKRAJHAR,783370.0,2.0,"12,00,000",prakash body construction company,"1,199,000",Rejected-Technical,29-May-2024,Bodoland Territorial Council||Transport-BTC
2023_BoTC_34018_1,BTC/TRN/04/2023-24 - 02,Procurement of Accessories for new Non AC Luxury Bus Chaises for Bodoland Transport Services for the year 2023-24,Procurement of Accessories for new Non AC Luxury Bus Chaises for Bodoland Transport Services for the year 2023-24,Goods,Open Tender,Supply,Vehicles/Vehicle Spares,No,No,NA ,17-Nov-2023 05:00 PM,NA ,195.0,No ,No,Online,07-Dec-2023 03:30 PM,Bodoland Territorial Council||Transport-BTC,KOKRAJHAR,783370.0,2.0,"3,49,631",Yash global reach,"348,000",Rejected-Technical,29-May-2024,Bodoland Territorial Council||Transport-BTC
2023_BoTC_34930_1,BTC/UMB/01/2023,Construction of Passage was with ICBP within the weekly market at Ward No 05 of Udalguri Municipal Board,Construction of Passage was with ICBP within the weekly market at Ward No 05 of Udalguri Municipal Board,Works,Open Tender,Works,Civil Works,No,No,NA ,22-Dec-2023 03:00 PM,NA ,180.0,No ,No,Online,08-Jan-2024 03:30 PM,Bodoland Territorial Council||Urban Development Town and Country Planning-BTC,Udalguri,784509.0,2.0,"25,35,600",BRAJEN DEKA,"2,515,593.4",Accepted-AOC,10-May-2024,Bodoland Territorial Council||Urban Development Town and Country Planning-BTC
2023_BoTC_34931_1,BTC/UMB/02/2023,"Construction of RCC covered drain at Majid Road, ward No - 04 under Udalguri Municipal Board","Construction of RCC covered drain at Majid Road, ward No - 04 under Udalguri Municipal Board",Works,Open Tender,Works,Civil Works,No,No,NA ,22-Dec-2023 03:00 PM,NA ,180.0,No ,No,Online,08-Jan-2024 03:30 PM,Bodoland Territorial Council||Urban Development Town and Country Planning-BTC,Udalguri,784509.0,2.0,"32,00,000",Sri Khanan Goyari,"3,170,344.05",Rejected-Finance,10-May-2024,Bodoland Territorial Council||Urban Development Town and Country Planning-BTC
2023_BTC_33698_1,150/PWD/NIT/Goodwill/23-24/5,Construction of R.C.C. Bridge No. 1/1 Kachubil PHE to Gaoburah Chowk via Kalajhar Natun Basti under CMs Goodwill Mission Project for the year 2023-24 of District Udalguri (38 Bhairabkunda (ST). (TN_26_140),Construction of R.C.C. Bridge No. 1/1 Kachubil PHE to Gaoburah Chowk via Kalajhar Natun Basti under CMs Goodwill Mission Project for the year 2023-24 of District Udalguri (38 Bhairabkunda (ST).,Works,Open Tender,Works,Civil Works,No,No,NA ,08-Nov-2023 05:00 PM,NA ,180.0,No ,No,Online,04-Dec-2023 03:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Udalguri,784509.0,2.0,"3,35,51,837",M. M. Associates,"33,264,592.85",Rejected-Technical,14-May-2024,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2023_BTC_33912_1,No. ACE-150/PWD/NIT/Goodwill,"Construction road from No.1 Bogidwara to Amlaiguri village via Dimajuli village in Chirang District, BTC, Assam for the year 2023-24 TN-26-115","Construction road from No.1 Bogidwara to Amlaiguri village via Dimajuli village in Chirang District, BTC, Assam for the year 2023-24 TN-26-115",Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,13-Nov-2023 10:00 AM,NA ,180.0,No ,No,Online,04-Dec-2023 02:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Chirang,783390.0,2.0,"4,87,40,578",MINISWRANG BASUMATARY,"48,726,254",Rejected-AOC,21-May-2024,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2023_BTC_34460_1,125/ACE/NIT/Infra/BTC/22-23/16,Construction of Martyr Sujit Narzary Memorial Auditorium at Baganpara in Baksa District. (TN_42_25),Construction of Martyr Sujit Narzary Memorial Auditorium at Baganpara in Baksa District.,Works,Open Tender,Works,Civil Works,No,No,NA ,06-Dec-2023 10:00 AM,NA ,180.0,No ,No,Online,26-Dec-2023 03:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Baksa,781346.0,2.0,"89,30,177",DIDWM BORO,"8,929,781.15",Accepted-AOC,21-May-2024,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2023_BTC_34473_1,125/ACE/NIT/Infra/BTC/22-23/16,Construction of Martyr Sujit Narzary Memorial Auditorium at Bhairabkunda Constituency in Udalguri District. (TN_42_38),Construction of Martyr Sujit Narzary Memorial Auditorium at Bhairabkunda Constituency in Udalguri District.,Works,Open Tender,Works,Civil Works,No,No,NA ,06-Dec-2023 10:00 AM,NA ,180.0,No ,No,Online,26-Dec-2023 03:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Udalguri,784509.0,2.0,"89,30,177",Sri Ransingh Daimari,"9,018,970",Rejected-AOC,13-May-2024,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
