Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2023_CEO_34644_1,ELE.107/2023/1,LIVE WEB STREAMING FOR GENERAL ELECTIONS IN ASSAM,LIVE WEB STREAMING FOR GENERAL ELECTIONS IN ASSAM,Services,Open Tender,Item Rate,Miscellaneous Services,No,No,NA ,12-Dec-2023 04:30 PM,NA ,180.0,No ,No,Online,29-Dec-2023 04:30 PM,Office of the Chief Electoral Officer Assam,Guwahati,781006.0,2.0,,Brihaspathi Technologies Pvt Ltd,"140,464,800",Accepted-AOC,30-Mar-2024,Office of the Chief Electoral Officer Assam
2023_DAASC_29255_2,"ASC/ENGG/742/2023/5 Dtd. 6th Feb, 2023","Development of Dalgaon Seeds Farm, Dist. Darrang.","Development of Dalgaon Seeds Farm, Dist. Darrang.",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,10-Feb-2023 03:00 PM,21-Feb-2023 01:00 PM ,180.0,No ,No,Online,04-Mar-2023 01:00 PM,Directorate of Agriculture and Assam Seed Corporation,"Dalgaon, Darrang",781022.0,2.0,"88,45,810",DIP JYOTI ROY,"7,032,418",Accepted-AOC,02-Mar-2024,Directorate of Agriculture and Assam Seed Corporation
2023_DAASC_29379_9,"ASC/ENGG/745/2023/5 Dtd. 15th Feb, 2023",Construction of 500 MT capacity Godown at North Lakhimpur (Chukulibhoria Seed Farm) under ASCL,Construction of 500 MT capacity Godown at North Lakhimpur (Chukulibhoria Seed Farm) under ASCL,Works,Open Tender,Works,Civil Works,No,No,NA ,17-Feb-2023 03:00 PM,21-Feb-2023 03:00 PM ,90.0,No ,No,Online,20-Mar-2023 01:00 PM,Directorate of Agriculture and Assam Seed Corporation,LAKHIMPUR,781022.0,2.0,"46,08,125",Chakra Bharali,"3,870,079.73",Accepted-AOC,02-Jan-2024,Directorate of Agriculture and Assam Seed Corporation
2023_DHA_31382_1,Horti.FP/868/Orchid Farm/2023-24/25,"Engagement of an Agency/Firm for Development of an Orchid Farm at Kaziranga, Assam","Engagement of an Agency/Firm for Development of an Orchid Farm at Kaziranga, Assam",Works,Open Tender,Item Rate,Composite Works,No,No,NA ,27-Jun-2023 10:30 AM,10-Jul-2023 03:00 PM ,180.0,No ,No,Online,10-Aug-2023 11:30 AM,Directorate of Horticulture Assam,Kaziranga,785609.0,2.0,"16,00,00,000",Darjeeling Gardens Pvt Ltd,,Accepted-AOC,16-Mar-2024,Directorate of Horticulture Assam
2023_DHTS_29343_1,"APART/Seri-OPIU/2022/32/4084,",Supply of Reeling and Spinning machine under World Bank Project APART,Re Tender for Supply of Reeling and Spinning machine under World Bank Project APART in different district of Assam,Goods,Open Tender,Item Rate,Machineries,No,No,NA ,16-Feb-2023 05:00 PM,NA ,120.0,No ,No,Not Applicable,09-Mar-2023 01:00 PM,Department of Handloom Textile and Sericulture||Directorate of Sericulture,Assam,781022.0,2.0,,Pragjyotika Enterprise,"2,373,600",Not Admitted-Fee/PreQual/Technical,28-Mar-2024,Department of Handloom Textile and Sericulture||Directorate of Sericulture
2023_DHTS_31472_1,APT/Seri-OPIU/45/2022/340/4423,Establishment of Vermicompost unit under World Bank funded project APART,Establishment of Vermicompost unit under World Bank funded project APART for Jorhat district,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,03-Jul-2023 05:00 PM,NA ,90.0,No ,No,Not Applicable,24-Jul-2023 02:30 PM,Department of Handloom Textile and Sericulture||Directorate of Sericulture,Jorhat,785003.0,2.0,,Jiban Gogoi,"960,000",Accepted-AOC,28-Mar-2024,Department of Handloom Textile and Sericulture||Directorate of Sericulture
2023_DHTS_33842_1,HRDC(A) 02/Part-I/2023-24/84,Supply of Textile Testing Machineries and Equipment/Tools and Plants to the Handloom Research and Designing Centre,Supply of Textile Testing Machineries and Equipment/Tools and Plants to the Handloom Research and Designing Centre,Goods,Open Tender,Item Rate,Machineries,No,No,NA ,10-Nov-2023 03:00 PM,17-Nov-2023 01:00 PM ,180.0,No ,No,Online,30-Nov-2023 01:00 PM,Department of Handloom Textile and Sericulture||Directorate of Handloom and Textiles-DHTS,Guwahati,781001.0,2.0,"21,38,000",PARAS ENGINEERS,,Rejected-Technical,,Department of Handloom Textile and Sericulture||Directorate of Handloom and Textiles-DHTS
2023_DLRAR_34246_1,DLR-11013(21)/19/2022-SRV/511,Engagement of an agency for data entry and printing works in connection with the digitization of land records in 14 Revenue Circles in Barak Valley,Engagement of an agency for data entry and printing works in connection with the digitization of land records in 14 Revenue Circles in Barak Valley,Services,Open Tender,Item Rate,Miscellaneous Services,No,No,NA ,28-Nov-2023 05:00 PM,NA ,120.0,No ,No,Online,19-Dec-2023 02:30 PM,Directorate of Land Records and Survey etc. Assam,Guwahati,781032.0,2.0,,Computer Lab,"104,359,463",Accepted-AOC,01-Mar-2024,Directorate of Land Records and Survey etc. Assam
2023_DoWR_33035_2,BARPETA/2023-24/RIDF/II,"Pro-siltation measures to protect B/Dyke from Bahari to Baghbar at Jadavpur and its adjoining area on R/B to river Brahmaputra, RETENDER",Pro-siltation measures to protect B/Dyke from Bahari to Baghbar at Jadavpur and its adjoining area on R/B to river Brahmaputra.,Works,Open Tender,Works,Civil Works,No,No,NA ,22-Jan-2024 06:55 PM,NA ,180.0,No ,No,Online,30-Jan-2024 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,BARPETA,781301.0,2.0,"4,44,99,937",SKH VENTURE LLP,"40,049,944",Rejected-AOC,16-Mar-2024,Department of Water Resources||Chief Engineer - DoWR
2023_DoWR_33072_1,GHY WEST/2023-24/RIDF/III,Widening of L/B embankment of River Noona from 0.00 Km to 17.00 Km at Different reaches.,Widening of L/B embankment of River Noona from 0.00 Km to 17.00 Km at Different reaches.,Works,Open Tender,Works,Civil Works,No,No,NA ,14-Oct-2023 06:30 PM,NA ,180.0,No ,No,Online,06-Nov-2023 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,GUWAHATI WEST,781009.0,2.0,"8,99,99,935",Jiten Kalita,"80,999,942",Rejected-Technical,24-Feb-2024,Department of Water Resources||Chief Engineer - DoWR
