Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2022_NHM_28056_48,NHM-32034/33/2022-CON-NHM/363,Construction of Buildingless Sub Health Centre in Dupdar Chariali SC in Sivasagar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Dupdar Chariali SC in Sivasagar District under PM ABHIM for the FY 2021 22 under NHM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,07-Dec-2022 06:00 PM,NA ,180.0,No ,No,Online,28-Dec-2022 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Sivasagar,785640.0,2.0,"52,03,000",KHIRUD HATIMURIA,"4,490,190",Rejected-Technical,10-Dec-2024,National Health Mission||State Programme Management Unit - NHM
2022_WPTBC_25672_1,PTDC/Engg/2018-19/311,Construction of Swahid Maniram Boro Tribal hostel near IB ward no 8 Dhekiajuli Assam during the year 2021 22,"Construction of Swahid Maniram Boro Tribal hostel near IB, ward no 8 Dhekiajuli, assam during the year 2021-22.",Works,Open Tender,Item Rate,Civil Works – Highways,No,No,NA ,23-May-2022 04:30 PM,NA ,120.0,No ,No,Online,03-Jun-2022 03:30 PM,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC,"Ward no 8 Dhekiajuli, Assam",784110.0,2.0,,JAYANTA PATHAK,"4,635,000",Rejected-AOC,03-Dec-2024,Welfare of Plain Tribes and Backward Classes||Director - WPT and BC
2023_AHVD_35072_1,350892_2023-24_DFA_440389,"Construction of Brick Boundary Wall with Chain Link Fencing at Goat Farm, Silcoorie, Silchar in Cachar Dist. under SOPD-ODS","Construction of Brick Boundary Wall with Chain Link Fencing at Goat Farm, Silcoorie, Silchar in Cachar Dist. under SOPD-ODS",Works,Open Tender,Works,Civil Works,No,No,NA ,29-Dec-2023 05:00 PM,03-Jan-2024 01:00 PM ,120.0,No ,No,Online,20-Jan-2024 02:30 PM,Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary,SILCHAR,788001.0,2.0,"40,47,000",RAJU BARBHUYIA,"3,114,247.44",Accepted-AOC,26-Dec-2024,Animal Husbandry and Veterinary Department||Directorate of A.H. and Veterinary
2023_BoTC_32717_2,CHDI/ ET-24/2022-23/21,Khungkhrajaan F.I.S under PMKSY (HKKP) for the year 2021 - 2022,Khungkhrajaan F.I.S under PMKSY (HKKP) for the year 2021 - 2022,Works,Open Tender,Works,Civil Works - Bridges,No,No,NA ,30-Sep-2023 09:50 AM,NA ,180.0,No ,No,Online,27-Oct-2023 11:00 AM,Bodoland Territorial Council||Irrigation-BTC,BARAMA CHAPAGURI DIVISION,781316.0,2.0,"3,73,72,462",SRI PRADIP KUMAR OJAH,"33,635,215.8",Rejected-Finance,09-Dec-2024,Bodoland Territorial Council||Irrigation-BTC
2023_BoTC_33290_1,DHS/BTC/E-TENDER/2023-24/9,DHS/BTC/E-TENDER/2023-24/9,Procurement of Hospital Furniture and NVBDCP related materials to be consumed by different Health Institutions in BTR for F.Y. 2023-24 under SOPD Fund,Goods,Open Tender,Supply,Medical Equipments/Waste,No,No,NA ,27-Oct-2023 10:00 AM,NA ,90.0,No ,No,Online,18-Nov-2023 01:00 PM,Bodoland Territorial Council||Health and Family Welfare-BTC,Kokrajhar,783370.0,2.0,"70,68,000",UJJAL KANTI RAY,"7,061,500",Rejected-Finance,13-Dec-2023,Bodoland Territorial Council||Health and Family Welfare-BTC
2023_BoTC_33861_1,DHS/BTC/E-TENDER/2023-24/11,DHS/BTC/E-TENDER/2023-24/11,"Procurement of Hospital Furniture, Surgical Instruments and related materials to be consumed by different Health Institutions in BTR for F.Y. 2023-24",Goods,Open Tender,Supply,Medical Equipments/Waste,No,No,NA ,11-Nov-2023 10:00 AM,NA ,90.0,No ,No,Online,04-Dec-2023 01:00 PM,Bodoland Territorial Council||Health and Family Welfare-BTC,Kokrajhar,783370.0,2.0,"1,51,98,845",ASOMI CONSTRUCTION & SUPPLY SYNDICATE,"15,198,705",Accepted-AOC,02-Jan-2024,Bodoland Territorial Council||Health and Family Welfare-BTC
2023_BoTC_34292_1,DOE/BTC/Samagra Shiksha/02/2023-24,"Construction of 3 Nos of ACR at Kumarikata Higher Secondary School Education Department at Udalguri, BTR","Construction of 3 Nos of ACR at Kumarikata Higher Secondary School Education Department at Udalguri, BTR",Works,Open Tender,Works,Civil Works,No,No,NA ,30-Nov-2023 11:00 AM,NA ,180.0,No ,No,Online,15-Dec-2023 03:00 PM,Bodoland Territorial Council||Education-BTC,Udalguri,784509.0,2.0,"53,09,910",RAJIB BASUMATARY,"5,309,000",Not Admitted-Fee/PreQual/Technical,07-Dec-2024,Bodoland Territorial Council||Education-BTC
2023_BTC_34447_1,125/ACE/NIT/Infra/BTC/22-23/16,Construction of Martyr Sujit Narzary Memorial Auditorium at Salakati Constituency in Kokrajhar District. (TN_42_12),Construction of Martyr Sujit Narzary Memorial Auditorium at Salakati Constituency in Kokrajhar District.,Works,Open Tender,Works,Civil Works,No,No,NA ,06-Dec-2023 10:00 AM,NA ,180.0,No ,No,Online,26-Dec-2023 03:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Kokrajhar,783370.0,2.0,"85,90,223",M/s JMI Enterprise,"8,589,921.67",Rejected-AOC,03-Dec-2024,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2023_DHUA_33583_1,CE/HUA/TECH53/PTII/2023-24/06,Engagement of a Consultancy Agency/Firm for the Work Beautification of Borpukhuri at Tezpur,Engagement of a Consultancy Agency/Firm for the Work Beautification of Borpukhuri at Tezpur,Services,Open Tender,Item Rate,Consultancy,No,No,NA ,17-Nov-2023 03:45 PM,NA ,60.0,No ,No,Online,23-Nov-2023 03:00 PM,Department of Housing and Urban Affairs||Chief Engineer Technical Cell,Guwahati,781003.0,2.0,"40,54,000",AVANT GARDE,"4,054,000",Rejected-AOC,21-Oct-2024,Department of Housing and Urban Affairs||Chief Engineer Technical Cell
2023_DoWR_32643_1,FREMAA_CW4_REFURBISHMENT,"Refurbishment of Interior Works for Addl. Chief Engineer Cabin (EAP Wing) at 2nd Floor and 3rd Floor, IT Lab Area at 2nd Floor, Reprographic Centre and additional Workstations at 4th Floor at Assam Water Centre","Refurbishment of Interior Works for Addl. Chief Engineer Cabin (EAP Wing) at 2nd Floor and 3rd Floor, IT Lab Area at 2nd Floor, Reprographic Centre and additional Workstations at 4th Floor at Assam Water Centre",Works,Open Tender,Works,Civil Works,No,No,NA ,23-Sep-2023 09:00 AM,28-Sep-2023 01:00 PM ,45.0,No ,No,Not Applicable,13-Oct-2023 03:00 PM,Department of Water Resources||Flood and River Erosion Management Agency of Assam,Guwahati,781029.0,1.0,"38,00,000",ADITI CONSTRUCTION CO.,"2,685,038",Accepted-AOC,03-Jul-2024,Department of Water Resources||Flood and River Erosion Management Agency of Assam
2023_DoWR_34900_1,FREMAA_CW5_CAR PARKING SHED,"Construction of Car Parking Shed at Assam Water Centre, Basistha, Guwahati-29","Construction of Car Parking Shed at Assam Water Centre, Basistha, Guwahati-29",Works,Open Tender,Item Rate,Civil Works,No,No,NA ,22-Dec-2023 03:00 PM,29-Dec-2023 01:00 PM ,45.0,No ,No,Not Applicable,22-Jan-2024 03:00 PM,Department of Water Resources||Flood and River Erosion Management Agency of Assam,Guwahati,781029.0,1.0,"13,59,000",Tikandrajit Moran,"1,358,585.1",Rejected-Technical,20-Aug-2024,Department of Water Resources||Flood and River Erosion Management Agency of Assam
2023_ED_34381_1,DXL-3/2023,"GRANT OF IMFL OFF SHOP LICENCE AT HALAKURA, DIST. DHUBRI (FOR THE SHOP NO. DHU 6)","GRANT OF IMFL OFF SHOP LICENCE AT HALAKURA, DIST. DHUBRI (FOR THE SHOP NO. DHU 6)",Services,Open Tender,Item Wise,Miscellaneous Services,No,No,NA ,07-Dec-2023 09:30 AM,21-Dec-2023 02:00 PM ,180.0,No ,No,Online,10-Jan-2024 02:00 PM,Excise Department||Commissioner of Excise - ED||O/o SE-Dhubri - ED,"HALAKURA, DIST. DHUBRI",783335.0,2.0,,Sri Bipul Chandra Ray,"6,155,000",Rejected-AOC,30-Nov-2024,Excise Department||Commissioner of Excise - ED||O/o SE-Dhubri - ED
2023_ED_34651_1,DEX.19/2023-2024,"Grant of IMFL OFF retail sale licence at Eco Camo, Dirpai, Kachutali G.P.","Grant of IMFL OFF retail sale licence at Eco Camp, Dirpai, Kachutali G.P.",Services,Open Tender,Item Wise,Miscellaneous Services,No,No,NA ,12-Dec-2023 06:45 PM,29-Dec-2023 09:00 AM ,180.0,No ,No,Online,12-Jan-2024 10:00 AM,Excise Department||Commissioner of Excise - ED||O/o SE-Dhemaji - ED,Dhemaji,787057.0,2.0,,MILTON PEGU,"310,000",Rejected-Technical,21-Sep-2024,Excise Department||Commissioner of Excise - ED||O/o SE-Dhemaji - ED
2023_ED_34659_1,DEX.19/2023-2024,"Grant of IMFL OFF retail sale licence at Telijan urban area, Ward No.5, Dhemaji","Grant of IMFL OFF retail sale licence at Telijan urban area, Ward No.5, Dhemaj",Services,Open Tender,Item Wise,Miscellaneous Services,No,No,NA ,13-Dec-2023 09:00 AM,29-Dec-2023 09:00 AM ,180.0,No ,No,Online,12-Jan-2024 10:00 AM,Excise Department||Commissioner of Excise - ED||O/o SE-Dhemaji - ED,Dhemaji,787057.0,2.0,,NAYAN MUSHAHARY,"1,550,001",Rejected-Finance,29-Aug-2024,Excise Department||Commissioner of Excise - ED||O/o SE-Dhemaji - ED
2023_NHM_29826_36,NHM-32031/4/2021-Const-NHM/Pt 34/69,Establishment of Proposed 6 bedded ward at various SHCs and PHCs of Assam under ECRP-II NHM Assam Group 65 5 nos schemes in Dhubri district,Establishment of Proposed 6 bedded ward at various SHCs and PHCs of Assam under ECRP-II NHM Assam Group 65 5 nos schemes in Dhubri district,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,13-Mar-2023 04:30 PM,NA ,180.0,No ,No,Online,10-Apr-2023 03:00 PM,National Health Mission||State Programme Management Unit - NHM,Dhubri,783301.0,2.0,"57,99,785",Santosh Kr. Harlalka,"5,799,000",Rejected-Finance,09-Dec-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_29826_37,NHM-32031/4/2021-Const-NHM/Pt 34/69,Establishment of Proposed 6 bedded ward at various SHCs and PHCs of Assam under ECRP-II NHM Assam Group 66 6 nos schemes in Dhubri district,Establishment of Proposed 6 bedded ward at various SHCs and PHCs of Assam under ECRP-II NHM Assam Group 66 6 nos schemes in Dhubri district,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,13-Mar-2023 04:30 PM,NA ,180.0,No ,No,Online,10-Apr-2023 03:00 PM,National Health Mission||State Programme Management Unit - NHM,Dhubri,783301.0,2.0,"69,59,742",Santosh Kr. Harlalka,"6,959,700",Accepted-AOC,09-Dec-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31705_14,NHM-32050/46/2021 Construction NHM 89,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 40 6 nos schemes in Goalpara district,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 40 6 nos schemes in Goalpara district,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,18-Jul-2023 05:30 PM,NA ,180.0,No ,No,Online,01-Aug-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Goalpara District,783101.0,2.0,"41,85,118",Swaraj Infrastructure,"3,196,742.6",Rejected-Finance,09-Dec-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31705_16,NHM-32050/46/2021 Construction NHM 89,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 42 5 nos schemes in Goalpara district,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 42 5 nos schemes in Goalpara district,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,18-Jul-2023 05:30 PM,NA ,180.0,No ,No,Online,01-Aug-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Goalpara District,783101.0,2.0,"34,89,401",PRIME CONTRACTS AND SUPPLIERS,"3,210,200",Not Admitted-Fee/PreQual/Technical,09-Dec-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31705_17,NHM-32050/46/2021 Construction NHM 89,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 9 5 nos schemes in Lakhimpur district,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 9 5 nos schemes in Lakhimpur district,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,19-Jul-2023 01:00 PM,NA ,180.0,No ,No,Online,01-Aug-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Lakhimpur District,787001.0,2.0,"34,94,448",Chakra Bharali,"2,830,575.39",Accepted-AOC,09-Dec-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31705_35,NHM-32050/46/2021 Construction NHM 89,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 30 6 nos of schemes in Sivasagar district,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 30 6 nos of schemes in Sivasagar district,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,21-Jul-2023 06:00 PM,NA ,180.0,No ,No,Online,01-Aug-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,SivasagarDistrict,785640.0,2.0,"41,97,620",SAFIKUL ISLAM,"4,173,620",Rejected-AOC,21-Dec-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31705_42,NHM-32050/46/2021 Construction NHM 89,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health and Wellness Centres at various places of Assam under NHM Assam Group 29 2 nos of schemes in Sonitpur District,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health and Wellness Centres at various places of Assam under NHM Assam Group 29 2 nos of schemes in Sonitpur District,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,29-Jul-2023 09:00 AM,NA ,180.0,No ,No,Online,01-Aug-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Sonitpur District,782462.0,2.0,"14,69,650",Md. Azim Ali,"1,212,461.21",Rejected-Finance,09-Dec-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_31705_5,NHM-32050/46/2021 Construction NHM 89,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 21 6 nos schemes in Nagaon district,Repairing Renovation of 229 Nos of Sub Centre to upgrade them as Health n Wellness Centre at various places of Assam under NHM Assam Group 21 6 nos schemes in Nagaon district,Works,Open Tender,Item Rate,Civil Works - Building,No,No,NA ,18-Jul-2023 04:00 PM,NA ,180.0,No ,No,Online,01-Aug-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Nagaon District,782001.0,2.0,"42,32,243",MUKUL SAIKIA,"3,047,215.13",Not Admitted-Fee/PreQual/Technical,09-Dec-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_32118_1,32023/336/2023-Cons-NHM/39,Construction of Buildingless Sub Health Centre in Ramnagar SC in Hojai District for FY 2022 23 under PM ABHIM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Ramnagar SC in Hojai District for FY 2022 23 under PM ABHIM on Turnkey Basis,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,18-Aug-2023 02:00 PM,NA ,180.0,No ,No,Online,09-Sep-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Hojai,782435.0,2.0,"52,03,000",M/S Infraspread Service,"5,036,504",Rejected-Finance,03-Dec-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_32615_8,NHM-32034/17/2023-Const-NHM,"Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2021-22 31 nos. of Buildingless Sub-health Centres under NHM Assam on TURN KEY BASIS , At SILIMKHUWA SC in Karbi Anglong District.","Construction of Buildingless Sub-Health Centres at various places of Assam under PM-ABHIM for FY 2021-22 31 nos. of Buildingless Sub-health Centres under NHM Assam on TURN KEY BASIS , At SILIMKHUWA SC in Karbi Anglong District.",Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,22-Sep-2023 09:00 AM,NA ,180.0,No ,No,Online,04-Oct-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,SILIMKHUWA SC in Karbi Anglong Di,782462.0,2.0,"52,03,000",DHANUKA CONSTRUCTION,"4,864,805",Rejected-Finance,16-Dec-2024,National Health Mission||State Programme Management Unit - NHM
2023_NHM_34742_1,NHM-32026/3/2023-CONST-NHM,Construction of District Drug Ware House at Petulibari of Biswanath in Sonitpur District under NHM Assam,Construction of District Drug Ware House at Petulibari of Biswanath in Sonitpur District under NHM Assam,Works,Open Tender,Turn-key,Civil Works - Building,No,No,NA ,16-Dec-2023 01:00 PM,NA ,180.0,No ,No,Online,29-Dec-2023 03:30 PM,National Health Mission||State Programme Management Unit - NHM,Biswanath,784176.0,2.0,"8,29,17,380",Solitaire Enterprise,"71,723,534",Rejected-Technical,24-Dec-2024,National Health Mission||State Programme Management Unit - NHM
